"lon","lat"
-112.129180908203,-74.8594512939453
-111.903343200684,-74.8069458007812
-111.578338623047,-74.7975006103516
-111.343063354492,-74.7594451904297
-111.326110839844,-74.7329254150391
-111.340835571289,-74.7115325927734
-111.559036254883,-74.6826477050781
-111.721328735352,-74.5909805297852
-111.69889831543,-74.5452880859375
-111.651260375977,-74.514030456543
-111.598342895508,-74.4969482421875
-111.457496643066,-74.4900054931641
-111.389030456543,-74.4668121337891
-111.42529296875,-74.4364013671875
-111.51944732666,-74.3988952636719
-111.647369384766,-74.2918167114258
-111.629043579102,-74.2390289306641
-111.503890991211,-74.1916809082031
-111.377792358398,-74.1705627441406
-110.957229614258,-74.1825103759766
-110.816680908203,-74.2014007568359
-110.736389160156,-74.2522277832031
-110.669723510742,-74.2700042724609
-110.352226257324,-74.2433471679688
-110.154716491699,-74.2841796875
-110.054870605469,-74.390007019043
-109.962928771973,-74.5469512939453
-110.050567626953,-74.6327819824219
-110.140762329102,-74.6606979370117
-110.113761901855,-74.6879272460938
-109.931045532227,-74.7486877441406
-109.943756103516,-74.7713928222656
-110.332496643066,-74.8475036621094
-110.544166564941,-74.9433441162109
-110.774436950684,-74.9627838134766
-110.789024353027,-74.9782028198242
-110.608062744141,-74.9902801513672
-110.585418701172,-74.9984817504883
-110.58805847168,-75.0191802978516
-110.669723510742,-75.0647277832031
-110.82389831543,-75.0986175537109
-110.956390380859,-75.1529922485352
-110.910842895508,-75.1800079345703
-110.626113891602,-75.2251434326172
-110.527236938477,-75.2763977050781
-110.383056640625,-75.3061218261719
-109.943199157715,-75.2447280883789
-109.553886413574,-75.1272277832031
-109.068618774414,-75.1288909912109
-108.852508544922,-75.1477813720703
-108.743202209473,-75.1975021362305
-108.629180908203,-75.2194519042969
-108.059722900391,-75.2352905273438
-107.908477783203,-75.2761154174805
-107.865699768066,-75.3188934326172
-107.815841674805,-75.3302917480469
-107.609733581543,-75.3047332763672
-107.355010986328,-75.2986145019531
-106.979446411133,-75.3477783203125
-106.875007629395,-75.3320922851562
-106.828056335449,-75.2930603027344
-106.46501159668,-75.2897338867188
-106.283340454102,-75.2713928222656
-106.20556640625,-75.2497329711914
-106.164451599121,-75.1962585449219
-105.998901367188,-75.1780700683594
-105.834457397461,-75.1272277832031
-105.353897094727,-75.1155700683594
-104.963348388672,-75.0675048828125
-104.709457397461,-75.0650024414062
-104.316116333008,-75.0352783203125
-103.898620605469,-75.0541687011719
-103.33805847168,-75.0283355712891
-102.511123657227,-75.0636138916016
-102.146003723145,-75.0628814697266
-102.11181640625,-75.0687561035156
-102.063819885254,-75.1059341430664
-102.037231445312,-75.1950073242188
-101.919166564941,-75.2288970947266
-101.337783813477,-75.2875061035156
-100.831390380859,-75.3077850341797
-100.727783203125,-75.2919540405273
-100.664451599121,-75.2120895385742
-100.63639831543,-75.2041778564453
-100.464736938477,-75.2072296142578
-100.013343811035,-75.2633361816406
-99.9005584716797,-75.2547302246094
-99.7758483886719,-75.2225036621094
-99.5138931274414,-75.0962600708008
-99.4983444213867,-75.0702819824219
-99.5380706787109,-75.0125122070312
-99.7434844970703,-74.9172286987305
-99.8739013671875,-74.9033355712891
-100.261123657227,-74.9147338867188
-100.720565795898,-74.8597259521484
-100.845840454102,-74.8185424804688
-100.832778930664,-74.7976455688477
-100.799179077148,-74.7930603027344
-100.318336486816,-74.7847290039062
-100.151741027832,-74.7571563720703
-100.154449462891,-74.7344512939453
-100.206253051758,-74.7098617553711
-100.401123046875,-74.6961212158203
-100.505973815918,-74.6685485839844
-100.143753051758,-74.6129913330078
-100.155838012695,-74.5958404541016
-100.30778503418,-74.5577850341797
-100.319664001465,-74.5383377075195
-100.22492980957,-74.508056640625
-100.248062133789,-74.4908447265625
-100.364456176758,-74.4712600708008
-100.434448242188,-74.4272308349609
-100.620010375977,-74.4191741943359
-101.082229614258,-74.4933471679688
-101.233062744141,-74.4977874755859
-101.32445526123,-74.4826431274414
-101.403343200684,-74.4516754150391
-101.490707397461,-74.2919464111328
-101.633903503418,-74.2166748046875
-101.662231445312,-74.1758422851562
-101.696388244629,-74.0673675537109
-101.693061828613,-74.0427856445312
-101.65625,-74.0093154907227
-101.67333984375,-73.993896484375
-101.971389770508,-73.9961242675781
-102.00764465332,-73.9922332763672
-102.07445526123,-73.9338989257812
-102.102783203125,-73.9275054931641
-102.366386413574,-73.9566802978516
-102.420417785645,-73.9477844238281
-102.480010986328,-73.8994445800781
-102.744453430176,-73.8947296142578
-102.901397705078,-73.8758392333984
-102.930282592773,-73.8652801513672
-102.949928283691,-73.8339614868164
-102.906112670898,-73.7794570922852
-102.814445495605,-73.7319564819336
-102.829788208008,-73.7047271728516
-102.974174499512,-73.6697311401367
-103.004730224609,-73.658203125
-103.013343811035,-73.6379241943359
-102.982788085938,-73.602783203125
-102.897232055664,-73.5875091552734
-102.29833984375,-73.5880584716797
-101.433898925781,-73.6561126708984
-101.096122741699,-73.7372283935547
-100.941390991211,-73.7452850341797
-100.567779541016,-73.7244567871094
-100.310562133789,-73.75
-99.9530639648438,-73.7311248779297
-99.6622314453125,-73.6544494628906
-99.3116760253906,-73.6719512939453
-99.2072296142578,-73.6452789306641
-99.1765365600586,-73.6245880126953
-99.195556640625,-73.6105651855469
-99.4086151123047,-73.604736328125
-99.8659744262695,-73.4886169433594
-99.880012512207,-73.4250106811523
-99.9161224365234,-73.4116668701172
-100.267501831055,-73.4008483886719
-100.46085357666,-73.3663940429688
-101.146957397461,-73.3566741943359
-101.410842895508,-73.3388977050781
-101.781951904297,-73.3519592285156
-102.060836791992,-73.3208465576172
-102.689178466797,-73.3519592285156
-103.036117553711,-73.3264007568359
-103.33056640625,-73.2050018310547
-103.408676147461,-73.1304168701172
-103.408622741699,-73.1016693115234
-103.474456787109,-73.0108413696289
-103.601119995117,-72.8961181640625
-103.577507019043,-72.8555603027344
-103.445693969727,-72.7895889282227
-103.176116943359,-72.7333374023438
-102.800842285156,-72.7566680908203
-102.580841064453,-72.75
-102.318748474121,-72.8061141967773
-102.357788085938,-72.9113922119141
-102.448753356934,-72.9634780883789
-102.63208770752,-72.9850082397461
-102.663192749023,-73.0025787353516
-102.641815185547,-73.0216751098633
-102.5625,-73.0300140380859
-102.122230529785,-73.0084762573242
-102.105834960938,-73.0278549194336
-102.157363891602,-73.0711822509766
-102.099166870117,-73.0847320556641
-101.982223510742,-73.0825042724609
-101.259452819824,-72.9963989257812
-100.781951904297,-73.0238952636719
-100.618057250977,-73.0880584716797
-100.500289916992,-73.0977783203125
-100.393203735352,-73.084587097168
-100.284729003906,-73.0480651855469
-100.08528137207,-73.0363922119141
-99.7944488525391,-73.0572357177734
-99.5986175537109,-73.0191802978516
-98.8355560302734,-72.9733428955078
-98.1363983154297,-73.0069580078125
-97.9638977050781,-73.0544509887695
-97.9669494628906,-73.0745849609375
-98.0044555664062,-73.0902862548828
-98.1625061035156,-73.1216735839844
-98.2025451660156,-73.1426086425781
-98.1772308349609,-73.1586151123047
-97.6286163330078,-73.1558380126953
-97.3038940429688,-73.2164001464844
-97.051399230957,-73.2323684692383
-96.9039001464844,-73.2800140380859
-96.5188903808594,-73.3061218261719
-96.2691802978516,-73.3033447265625
-96.0875091552734,-73.3188934326172
-95.7691802978516,-73.2475128173828
-95.4044494628906,-73.2275085449219
-94.774169921875,-73.2261199951172
-94.6032028198242,-73.2404251098633
-94.3958435058594,-73.3108367919922
-94.1600036621094,-73.3150024414062
-93.9294586181641,-73.2891693115234
-93.9097290039062,-73.2732009887695
-93.9047927856445,-73.2373733520508
-93.8461151123047,-73.2189025878906
-93.6300048828125,-73.2283477783203
-93.5847320556641,-73.2170867919922
-93.5873641967773,-73.1936187744141
-93.5352783203125,-73.1761169433594
-93.3439025878906,-73.1744537353516
-92.9122314453125,-73.2166748046875
-92.8933410644531,-73.2093200683594
-92.9253540039062,-73.1843795776367
-92.8983459472656,-73.1761169433594
-92.4519500732422,-73.1536254882812
-92.2822265625,-73.1611175537109
-91.6925048828125,-73.2450103759766
-91.2930603027344,-73.2561187744141
-90.8611145019531,-73.3266754150391
-90.7883453369141,-73.3155670166016
-90.3433380126953,-73.1636199951172
-90.1311187744141,-73.1505584716797
-89.7463989257812,-73.165283203125
-89.6372222900391,-73.1447296142578
-89.5672302246094,-73.1002883911133
-89.3210525512695,-73.0524368286133
-89.2370910644531,-72.9041748046875
-89.2801513671875,-72.7800140380859
-89.338623046875,-72.6937561035156
-89.4025115966797,-72.6661224365234
-89.5129241943359,-72.6507034301758
-89.5284118652344,-72.633415222168
-89.2611236572266,-72.6394500732422
-88.5297241210938,-72.7044525146484
-88.3381805419922,-72.8211517333984
-88.3744506835938,-72.8544464111328
-88.5513916015625,-72.8925018310547
-88.6441802978516,-72.9425048828125
-88.5911178588867,-72.9967422485352
-88.5958404541016,-73.0239028930664
-88.7952880859375,-73.086669921875
-88.8252182006836,-73.1084060668945
-88.8275146484375,-73.133056640625
-88.7868118286133,-73.159309387207
-88.7091674804688,-73.1794586181641
-88.3786163330078,-73.2083435058594
-88.3148727416992,-73.2005615234375
-88.2286224365234,-73.1580657958984
-88.1322326660156,-73.1358337402344
-87.9630584716797,-73.1688995361328
-87.64111328125,-73.1575012207031
-87.5633392333984,-73.179313659668
-87.4664001464844,-73.2450103759766
-87.2111206054688,-73.3152923583984
-87.0486145019531,-73.338623046875
-86.8408355712891,-73.3363952636719
-86.6986236572266,-73.3158416748047
-86.5105590820312,-73.2486114501953
-86.3283386230469,-73.2480621337891
-86.2222290039062,-73.2208404541016
-86.1355590820312,-73.1750030517578
-86.1100082397461,-73.1393127441406
-86.089729309082,-73.0579299926758
-86.0702590942383,-73.0422897338867
-85.9763946533203,-73.0404281616211
-85.9480590820312,-73.0597991943359
-85.9594497680664,-73.087158203125
-85.9219512939453,-73.1727905273438
-85.8475036621094,-73.2308349609375
-85.7636260986328,-73.2711181640625
-85.565673828125,-73.2953414916992
-85.4813232421875,-73.3523635864258
-85.5480651855469,-73.3755645751953
-85.7265396118164,-73.4961242675781
-85.7086181640625,-73.5226440429688
-85.5997314453125,-73.5583343505859
-85.1255645751953,-73.6400146484375
-84.7325134277344,-73.6808471679688
-83.6898727416992,-73.6562576293945
-83.5125122070312,-73.7291717529297
-83.3476104736328,-73.7532043457031
-83.1197357177734,-73.8213958740234
-82.4229278564453,-73.822509765625
-82.3461151123047,-73.8469543457031
-82.3039016723633,-73.9115371704102
-82.1341705322266,-73.9433441162109
-81.6144561767578,-73.8511199951172
-81.2290420532227,-73.8380661010742
-81.2227783203125,-73.7762603759766
-81.2048721313477,-73.7568130493164
-81.0636138916016,-73.7266693115234
-81.0370864868164,-73.7052841186523
-81.04833984375,-73.6761169433594
-81.3029251098633,-73.5053558349609
-81.3016815185547,-73.4000091552734
-81.2552795410156,-73.3638916015625
-80.9466705322266,-73.3650054931641
-80.8682022094727,-73.3901443481445
-80.8114013671875,-73.4305572509766
-80.6052856445312,-73.4594573974609
-80.5269546508789,-73.4494552612305
-80.5027923583984,-73.4280700683594
-80.4834136962891,-73.3586196899414
-80.5191802978516,-73.244873046875
-80.6983337402344,-73.1736145019531
-80.7512512207031,-73.1354217529297
-80.7683410644531,-73.0875091552734
-80.7580642700195,-73.0684814453125
-80.695556640625,-73.0505676269531
-80.2814025878906,-73.0988922119141
-79.8494567871094,-73.1166687011719
-79.4600067138672,-73.2675018310547
-78.9588928222656,-73.3925018310547
-78.855842590332,-73.4450073242188
-78.8051376342773,-73.5157012939453
-78.8075103759766,-73.5575103759766
-78.8606948852539,-73.6592407226562
-78.7897338867188,-73.6930694580078
-78.6136169433594,-73.6869506835938
-78.11279296875,-73.5997314453125
-77.4000091552734,-73.5236206054688
-77.3025054931641,-73.5227813720703
-77.0988922119141,-73.5572357177734
-76.7805633544922,-73.5322265625
-76.6540374755859,-73.5579223632812
-76.6088943481445,-73.5902862548828
-76.6130599975586,-73.6182022094727
-76.6380615234375,-73.6361236572266
-77.092643737793,-73.8188934326172
-77.0906982421875,-73.8466796875
-77.0697326660156,-73.8586120605469
-76.9627838134766,-73.8730621337891
-76.8555603027344,-73.8625030517578
-76.6316680908203,-73.8069458007812
-76.4411163330078,-73.7888946533203
-76.39111328125,-73.7875061035156
-76.3352813720703,-73.8200073242188
-76.2900085449219,-73.8258361816406
-76.1169586181641,-73.8236236572266
-75.2039031982422,-73.6625061035156
-74.8116760253906,-73.6747283935547
-74.5586242675781,-73.7452850341797
-74.4388961791992,-73.699592590332
-74.1425018310547,-73.6564025878906
-74.0736236572266,-73.6619567871094
-73.9325103759766,-73.7102813720703
-73.7433395385742,-73.6250076293945
-73.4669570922852,-73.5366744995117
-73.4138946533203,-73.5314025878906
-73.3233337402344,-73.5697326660156
-73.2286224365234,-73.5727844238281
-73.1899032592773,-73.5479202270508
-73.1854248046875,-73.5187530517578
-73.0708465576172,-73.4888916015625
-72.868896484375,-73.4727783203125
-72.5919494628906,-73.4769592285156
-72.4466705322266,-73.4300079345703
-72.3425140380859,-73.4166717529297
-71.4183349609375,-73.3680572509766
-71.1502838134766,-73.2886199951172
-70.7189025878906,-73.2733459472656
-70.3111114501953,-73.2916717529297
-70.1713943481445,-73.2648696899414
-69.4283447265625,-73.1972351074219
-68.6247253417969,-73.0552825927734
-67.9769592285156,-72.8816680908203
