"","x","y","numb"
"1",-61.125,-74.8125,45
"2",-61.125,-74.6875,16
"3",-60.875,-74.9375,73
"4",-60.875,-74.8125,672
"5",-60.875,-74.6875,373
"6",-60.875,-74.4375,17
"7",-60.625,-75.0625,5
"8",-60.625,-74.9375,296
"9",-60.625,-74.8125,471
"10",-60.625,-74.6875,394
"11",-60.625,-74.5625,145
"12",-60.625,-74.4375,221
"13",-60.625,-74.3125,146
"14",-60.625,-74.1875,24
"15",-60.375,-75.0625,177
"16",-60.375,-74.9375,416
"17",-60.375,-74.8125,350
"18",-60.375,-74.6875,289
"19",-60.375,-74.5625,220
"20",-60.375,-74.4375,227
"21",-60.375,-74.3125,291
"22",-60.375,-74.1875,241
"23",-60.375,-74.0625,78
"24",-60.375,-73.9375,122
"25",-60.375,-73.8125,121
"26",-60.125,-75.0625,383
"27",-60.125,-74.9375,402
"28",-60.125,-74.8125,293
"29",-60.125,-74.6875,293
"30",-60.125,-74.5625,244
"31",-60.125,-74.4375,172
"32",-60.125,-74.3125,153
"33",-60.125,-74.1875,368
"34",-60.125,-74.0625,339
"35",-60.125,-73.9375,269
"36",-60.125,-73.8125,236
"37",-60.125,-73.6875,172
"38",-60.125,-73.5625,49
"39",-60.125,-72.0625,1
"40",-59.875,-75.1875,137
"41",-59.875,-75.0625,457
"42",-59.875,-74.9375,339
"43",-59.875,-74.8125,268
"44",-59.875,-74.6875,246
"45",-59.875,-74.5625,219
"46",-59.875,-74.4375,172
"47",-59.875,-74.3125,172
"48",-59.875,-74.1875,320
"49",-59.875,-74.0625,233
"50",-59.875,-73.9375,199
"51",-59.875,-73.8125,183
"52",-59.875,-73.6875,184
"53",-59.875,-73.5625,729
"54",-59.875,-73.4375,49
"55",-59.875,-73.3125,117
"56",-59.875,-72.0625,4
"57",-59.875,-71.9375,3
"58",-59.625,-75.1875,451
"59",-59.625,-75.0625,486
"60",-59.625,-74.9375,385
"61",-59.625,-74.8125,230
"62",-59.625,-74.6875,184
"63",-59.625,-74.5625,239
"64",-59.625,-74.4375,130
"65",-59.625,-74.3125,177
"66",-59.625,-74.1875,209
"67",-59.625,-74.0625,234
"68",-59.625,-73.9375,140
"69",-59.625,-73.8125,153
"70",-59.625,-73.6875,130
"71",-59.625,-73.5625,169
"72",-59.625,-73.4375,124
"73",-59.625,-73.3125,10
"74",-59.625,-73.1875,4
"75",-59.625,-72.3125,1
"76",-59.625,-72.1875,4
"77",-59.625,-72.0625,3
"78",-59.375,-75.3125,57
"79",-59.375,-75.1875,564
"80",-59.375,-75.0625,387
"81",-59.375,-74.9375,278
"82",-59.375,-74.8125,199
"83",-59.375,-74.6875,120
"84",-59.375,-74.5625,154
"85",-59.375,-74.4375,90
"86",-59.375,-74.3125,131
"87",-59.375,-74.1875,152
"88",-59.375,-74.0625,80
"89",-59.375,-73.9375,88
"90",-59.375,-73.8125,85
"91",-59.375,-73.6875,58
"92",-59.375,-73.5625,107
"93",-59.375,-73.4375,78
"94",-59.375,-73.3125,76
"95",-59.375,-73.1875,30
"96",-59.375,-73.0625,18
"97",-59.375,-72.9375,22
"98",-59.375,-72.8125,14
"99",-59.375,-72.6875,2
"100",-59.375,-72.5625,6
"101",-59.375,-72.4375,7
