"","x","y","avg","min","max"
"1",-31.875,-54.9375,0.00341796875,0.00341796875,0.00341796875
"2",-31.625,-55.0625,53.421142578125,53.421142578125,53.421142578125
"3",-31.375,-55.1875,53.52978515625,53.52978515625,53.52978515625
"4",-31.125,-55.1875,41.8876953125,41.8876953125,41.8876953125
"5",-30.875,-56.1875,114.885498046875,114.885498046875,114.885498046875
"6",-30.625,-56.4375,87.704833984375,86.639404296875,88.770263671875
"7",-30.625,-56.3125,93.7625325520833,81.38232421875,101.755615234375
"8",-30.625,-56.1875,102.371826171875,102.371826171875,102.371826171875
"9",-30.625,-56.0625,90.6764322916667,83.41748046875,103.86279296875
"10",-30.625,-55.9375,90.098388671875,90.098388671875,90.098388671875
"11",-30.625,-54.8125,31.66552734375,31.66552734375,31.66552734375
"12",-30.625,-54.6875,0.156494140625,0.10400390625,0.208984375
"13",-30.625,-54.5625,150.16650390625,150.16650390625,150.16650390625
"14",-30.375,-57.1875,74.922607421875,74.922607421875,74.922607421875
"15",-30.375,-57.0625,56.199951171875,26.4873046875,78.00341796875
"16",-30.375,-56.9375,52.8865559895833,26.19677734375,73.248291015625
"17",-30.375,-56.8125,47.403564453125,27.07470703125,79.528564453125
"18",-30.375,-56.6875,66.6622721354167,29.79248046875,89.571533203125
"19",-30.375,-56.5625,89.2615559895833,85.885498046875,93.527099609375
"20",-30.375,-56.4375,82.1129150390625,76.45556640625,92.7509765625
"21",-30.375,-56.3125,80.0935756138393,67.527099609375,94.43017578125
"22",-30.375,-56.1875,93.8701171875,81.38037109375,106.506103515625
"23",-30.375,-56.0625,2451.80783420139,84.619140625,2790.62231445312
"24",-30.375,-55.9375,2980.39383951823,2822.90698242188,3204.28759765625
"25",-30.375,-55.4375,702.519287109375,702.519287109375,702.519287109375
"26",-30.375,-55.3125,609.641784667969,553.62841796875,739.985595703125
"27",-30.375,-55.1875,1026.50510253906,0.2373046875,4374.2763671875
"28",-30.375,-55.0625,21.65400390625,0.07421875,129.76708984375
"29",-30.375,-54.9375,0.1203125,0.02880859375,0.28564453125
"30",-30.375,-54.8125,1292.88202582465,4.095703125,3953.818359375
"31",-30.375,-54.6875,4898.6171875,4854.39404296875,4942.84033203125
"32",-30.125,-57.3125,62.704345703125,62.704345703125,62.704345703125
"33",-30.125,-57.1875,75.4837646484375,47.379150390625,90.447265625
"34",-30.125,-57.0625,60.3942260742188,22.57080078125,98.62841796875
"35",-30.125,-56.9375,69.0921223958333,37.959228515625,89.3369140625
"36",-30.125,-56.8125,65.3098366477273,38.60791015625,88.415771484375
"37",-30.125,-56.6875,44.947509765625,29.5400390625,79.1494140625
"38",-30.125,-56.5625,27.145263671875,27.145263671875,27.145263671875
"39",-30.125,-56.4375,75.98447265625,70.77880859375,87.4599609375
"40",-30.125,-56.3125,78.4482421875,62.469970703125,94.426513671875
"41",-30.125,-56.1875,61.2723388671875,57.495849609375,65.048828125
"42",-30.125,-55.9375,1184.64191545759,823.478515625,3205.435546875
"43",-30.125,-55.8125,2533.25803444602,738.07958984375,3237.62084960938
"44",-30.125,-55.6875,660.460571289062,655.44970703125,665.471435546875
"45",-30.125,-55.5625,722.781860351562,703.410888671875,742.15283203125
"46",-30.125,-55.4375,601.7380859375,523.01318359375,702.690673828125
"47",-30.125,-55.3125,374.8515625,0.8828125,590.63037109375
"48",-30.125,-55.1875,8.366455078125,6.060546875,10.67236328125
"49",-30.125,-55.0625,58.039794921875,0.2548828125,138.27294921875
"50",-30.125,-54.9375,0.115234375,0.115234375,0.115234375
"51",-30.125,-54.8125,1194.52947998047,273.546875,3263.82592773438
"52",-29.875,-57.3125,72.9705033735795,51.78173828125,82.613525390625
"53",-29.875,-57.1875,75.608642578125,25.675537109375,212.26318359375
"54",-29.875,-57.0625,73.3781313688859,26.982421875,211.54345703125
"55",-29.875,-56.9375,65.7922474254261,29.84521484375,215.5625
"56",-29.875,-56.8125,73.3167317708333,44.133544921875,98.324462890625
"57",-29.875,-56.6875,123.464782714844,79.015869140625,224.790283203125
"58",-29.875,-56.5625,75.2991388494318,27.981201171875,235.12353515625
"59",-29.875,-56.4375,98.0418090820312,56.010986328125,243.60302734375
"60",-29.875,-56.3125,110.639526367188,58.051513671875,249.58544921875
"61",-29.875,-56.1875,127.048034667969,57.9384765625,260.625732421875
"62",-29.875,-56.0625,721.168701171875,721.168701171875,721.168701171875
"63",-29.875,-55.9375,826.621887207031,800.435302734375,852.808471679688
"64",-29.875,-55.8125,2967.42637803819,691.376708984375,3288.46362304688
"65",-29.875,-55.6875,3562.21778628701,3245.02563476562,3771.77197265625
"66",-29.875,-55.5625,3163.40752410889,33.734375,4342.5888671875
"67",-29.875,-55.4375,1933.8733215332,0.01513671875,4444.669921875
"68",-29.875,-55.3125,1044.13234049479,0.01171875,4238.2568359375
"69",-29.875,-55.1875,168.868502103365,0.01318359375,2107.65478515625
"70",-29.875,-55.0625,0.102620442708333,0.0205078125,0.1533203125
"71",-29.875,-54.9375,168.976104736328,0.01953125,1243.2216796875
