"","x","y","numb"
"1",-99.125,-71.6875,1
"2",-98.875,-71.6875,1
"3",-98.375,-71.6875,2
"4",-98.125,-71.6875,2
"5",-97.875,-71.6875,3
"6",-97.625,-71.8125,1
"7",-97.625,-71.6875,2
"8",-97.375,-71.8125,2
"9",-97.375,-71.6875,1
"10",-97.125,-71.8125,2
"11",-97.125,-71.6875,3
"12",-96.875,-71.8125,1
"13",-96.875,-71.6875,3
"14",-96.625,-71.8125,1
"15",-96.625,-71.6875,4
"16",-96.375,-71.8125,2
"17",-96.375,-71.6875,4
"18",-96.375,-71.5625,1
"19",-96.125,-71.8125,2
"20",-96.125,-71.6875,7
"21",-96.125,-71.5625,1
"22",-95.875,-71.9375,12
"23",-95.875,-71.8125,19
"24",-95.875,-71.6875,6
"25",-95.625,-71.9375,12
"26",-95.625,-71.8125,4
"27",-95.625,-71.6875,1
"28",-95.375,-72.3125,22
"29",-95.375,-72.1875,6
"30",-95.375,-72.0625,6
"31",-95.375,-71.9375,9
"32",-95.375,-71.8125,7
"33",-95.125,-72.3125,22
"34",-95.125,-72.1875,13
"35",-95.125,-72.0625,17
"36",-95.125,-71.9375,5
"37",-95.125,-71.8125,3
"38",-94.875,-72.1875,27
"39",-94.875,-72.0625,8
"40",-94.875,-71.9375,4
"41",-94.875,-71.8125,1
"42",-94.625,-72.1875,12
"43",-94.625,-72.0625,7
"44",-94.625,-71.9375,5
"45",-94.625,-71.8125,1
"46",-94.375,-72.3125,6
"47",-94.375,-72.1875,20
"48",-94.375,-72.0625,7
"49",-94.375,-71.9375,8
"50",-94.375,-71.8125,2
"51",-94.125,-72.3125,4
"52",-94.125,-72.1875,13
"53",-94.125,-72.0625,10
"54",-94.125,-71.9375,8
"55",-94.125,-71.8125,1
"56",-93.875,-72.3125,14
"57",-93.875,-72.1875,6
"58",-93.875,-72.0625,9
"59",-93.875,-71.9375,12
"60",-93.875,-71.8125,6
"61",-93.625,-72.3125,7
"62",-93.625,-72.1875,9
"63",-93.625,-72.0625,26
"64",-93.625,-71.9375,11
"65",-93.625,-71.8125,10
"66",-93.375,-72.3125,11
"67",-93.375,-72.1875,6
"68",-93.375,-72.0625,36
"69",-93.375,-71.9375,9
"70",-93.375,-71.8125,4
"71",-93.125,-72.3125,11
"72",-93.125,-72.1875,35
"73",-93.125,-72.0625,71
"74",-93.125,-71.9375,44
"75",-93.125,-71.8125,6
"76",-93.125,-71.6875,6
"77",-93.125,-71.5625,9
"78",-92.875,-72.3125,170
"79",-92.875,-72.1875,168
"80",-92.875,-72.0625,39
"81",-92.875,-71.9375,22
"82",-92.875,-71.8125,7
"83",-92.875,-71.6875,10
"84",-92.875,-71.5625,1
"85",-92.625,-72.3125,50
"86",-92.625,-72.1875,38
"87",-92.625,-72.0625,37
"88",-92.625,-71.9375,35
"89",-92.625,-71.8125,15
"90",-92.625,-71.6875,17
"91",-92.375,-72.3125,72
"92",-92.375,-72.1875,90
"93",-92.375,-72.0625,84
"94",-92.375,-71.9375,32
"95",-92.375,-71.8125,21
"96",-92.375,-71.6875,9
"97",-92.375,-71.5625,3
"98",-92.375,-71.4375,1
"99",-92.125,-72.3125,168
"100",-92.125,-72.1875,95
"101",-92.125,-72.0625,127
"102",-92.125,-71.9375,43
"103",-92.125,-71.8125,42
"104",-92.125,-71.6875,24
"105",-92.125,-71.5625,1
"106",-92.125,-71.4375,2
"107",-91.875,-72.3125,75
"108",-91.875,-72.1875,81
"109",-91.875,-72.0625,89
"110",-91.875,-71.9375,65
"111",-91.875,-71.8125,72
"112",-91.875,-71.6875,35
"113",-91.875,-71.5625,9
"114",-91.875,-71.4375,5
"115",-91.875,-71.3125,1
"116",-91.875,-71.1875,3
"117",-91.625,-72.3125,74
"118",-91.625,-72.1875,94
"119",-91.625,-72.0625,100
"120",-91.625,-71.9375,112
"121",-91.625,-71.8125,83
"122",-91.625,-71.6875,52
"123",-91.625,-71.5625,28
"124",-91.625,-71.4375,8
"125",-91.625,-71.3125,2
"126",-91.375,-72.3125,66
"127",-91.375,-72.1875,100
"128",-91.375,-72.0625,114
"129",-91.375,-71.9375,187
"130",-91.375,-71.8125,60
"131",-91.375,-71.6875,63
"132",-91.375,-71.5625,16
"133",-91.375,-71.4375,14
"134",-91.375,-71.3125,3
"135",-91.125,-72.3125,321
"136",-91.125,-72.1875,112
"137",-91.125,-72.0625,131
"138",-91.125,-71.9375,241
"139",-91.125,-71.8125,113
"140",-91.125,-71.6875,68
"141",-91.125,-71.5625,35
"142",-91.125,-71.4375,23
"143",-91.125,-71.3125,9
"144",-90.875,-72.4375,6
"145",-90.875,-72.3125,328
"146",-90.875,-72.1875,212
"147",-90.875,-72.0625,174
"148",-90.875,-71.9375,207
"149",-90.875,-71.8125,127
"150",-90.875,-71.6875,44
"151",-90.875,-71.5625,70
"152",-90.875,-71.4375,28
"153",-90.875,-71.3125,7
"154",-90.625,-72.4375,41
"155",-90.625,-72.3125,303
"156",-90.625,-72.1875,235
"157",-90.625,-72.0625,234
"158",-90.625,-71.9375,184
"159",-90.625,-71.8125,117
"160",-90.625,-71.6875,85
"161",-90.625,-71.5625,64
"162",-90.625,-71.4375,31
"163",-90.625,-71.3125,6
"164",-90.375,-72.3125,303
"165",-90.375,-72.1875,300
"166",-90.375,-72.0625,250
"167",-90.375,-71.9375,200
"168",-90.375,-71.8125,88
"169",-90.375,-71.6875,52
"170",-90.375,-71.5625,18
"171",-90.375,-71.4375,4
"172",-90.375,-71.3125,2
"173",-90.125,-72.3125,51
"174",-90.125,-72.1875,258
"175",-90.125,-72.0625,252
"176",-90.125,-71.9375,252
"177",-90.125,-71.8125,78
"178",-90.125,-71.6875,88
"179",-90.125,-71.5625,32
"180",-90.125,-71.4375,1
"181",-90.125,-71.3125,3
"182",-89.875,-72.3125,232
"183",-89.875,-72.1875,340
"184",-89.875,-72.0625,327
"185",-89.875,-71.9375,192
"186",-89.875,-71.8125,107
"187",-89.875,-71.6875,26
"188",-89.875,-71.5625,32
"189",-89.875,-71.4375,10
"190",-89.875,-71.3125,3
"191",-89.625,-72.3125,504
"192",-89.625,-72.1875,309
"193",-89.625,-72.0625,315
"194",-89.625,-71.9375,156
"195",-89.625,-71.8125,75
"196",-89.625,-71.6875,68
"197",-89.625,-71.5625,20
"198",-89.375,-72.3125,387
"199",-89.375,-72.1875,411
"200",-89.375,-72.0625,322
"201",-89.375,-71.9375,151
"202",-89.375,-71.8125,83
"203",-89.375,-71.6875,18
"204",-89.375,-71.5625,11
"205",-89.375,-71.4375,2
"206",-89.125,-72.3125,443
"207",-89.125,-72.1875,378
"208",-89.125,-72.0625,302
"209",-89.125,-71.9375,180
"210",-89.125,-71.8125,90
"211",-89.125,-71.6875,10
"212",-89.125,-71.5625,2
"213",-89.125,-71.4375,1
"214",-89.125,-71.3125,1
"215",-88.875,-72.4375,299
"216",-88.875,-72.3125,446
"217",-88.875,-72.1875,552
"218",-88.875,-72.0625,265
"219",-88.875,-71.9375,230
"220",-88.875,-71.8125,118
"221",-88.875,-71.6875,12
"222",-88.875,-71.4375,2
"223",-88.875,-71.3125,2
"224",-88.625,-72.4375,322
"225",-88.625,-72.3125,454
"226",-88.625,-72.1875,568
"227",-88.625,-72.0625,358
"228",-88.625,-71.9375,271
"229",-88.625,-71.8125,71
"230",-88.625,-71.6875,5
"231",-88.625,-71.5625,7
"232",-88.625,-71.4375,11
"233",-88.625,-71.3125,2
"234",-88.625,-71.1875,2
"235",-88.375,-72.5625,121
"236",-88.375,-72.4375,355
"237",-88.375,-72.3125,638
"238",-88.375,-72.1875,507
"239",-88.375,-72.0625,372
"240",-88.375,-71.9375,320
"241",-88.375,-71.8125,80
"242",-88.375,-71.6875,3
"243",-88.375,-71.5625,1
"244",-88.375,-71.4375,10
"245",-88.375,-71.3125,5
"246",-88.375,-71.1875,4
"247",-88.125,-72.8125,155
"248",-88.125,-72.6875,41
"249",-88.125,-72.5625,344
"250",-88.125,-72.4375,586
"251",-88.125,-72.3125,711
"252",-88.125,-72.1875,491
"253",-88.125,-72.0625,425
"254",-88.125,-71.9375,239
"255",-88.125,-71.8125,76
"256",-88.125,-71.6875,14
"257",-88.125,-71.5625,5
"258",-88.125,-71.3125,8
"259",-88.125,-71.1875,5
"260",-87.875,-72.8125,256
"261",-87.875,-72.6875,236
"262",-87.875,-72.5625,447
"263",-87.875,-72.4375,614
"264",-87.875,-72.3125,755
"265",-87.875,-72.1875,598
"266",-87.875,-72.0625,430
"267",-87.875,-71.9375,217
"268",-87.875,-71.8125,138
"269",-87.875,-71.6875,28
"270",-87.875,-71.5625,5
"271",-87.875,-71.3125,3
"272",-87.875,-71.1875,3
"273",-87.625,-72.8125,417
"274",-87.625,-72.6875,162
"275",-87.625,-72.5625,583
"276",-87.625,-72.4375,694
"277",-87.625,-72.3125,895
"278",-87.625,-72.1875,625
"279",-87.625,-72.0625,396
"280",-87.625,-71.9375,186
"281",-87.625,-71.8125,87
"282",-87.625,-71.6875,30
"283",-87.625,-71.5625,2
"284",-87.625,-71.3125,10
"285",-87.625,-71.1875,6
"286",-87.375,-72.9375,214
"287",-87.375,-72.8125,494
"288",-87.375,-72.6875,491
"289",-87.375,-72.5625,748
"290",-87.375,-72.4375,872
"291",-87.375,-72.3125,922
"292",-87.375,-72.1875,447
"293",-87.375,-72.0625,251
"294",-87.375,-71.9375,142
"295",-87.375,-71.8125,39
"296",-87.375,-71.6875,9
"297",-87.375,-71.3125,1
"298",-87.375,-71.1875,4
"299",-87.125,-72.9375,276
"300",-87.125,-72.8125,682
"301",-87.125,-72.6875,736
"302",-87.125,-72.5625,879
"303",-87.125,-72.4375,954
"304",-87.125,-72.3125,707
"305",-87.125,-72.1875,340
"306",-87.125,-72.0625,195
"307",-87.125,-71.9375,90
"308",-87.125,-71.8125,83
"309",-87.125,-71.6875,22
"310",-87.125,-71.4375,1
"311",-87.125,-71.3125,9
"312",-87.125,-71.1875,12
"313",-86.875,-72.9375,448
"314",-86.875,-72.8125,843
"315",-86.875,-72.6875,1050
"316",-86.875,-72.5625,1036
"317",-86.875,-72.4375,788
"318",-86.875,-72.3125,577
"319",-86.875,-72.1875,310
"320",-86.875,-72.0625,138
"321",-86.875,-71.9375,88
"322",-86.875,-71.8125,88
"323",-86.875,-71.6875,10
"324",-86.875,-71.5625,6
"325",-86.875,-71.4375,7
"326",-86.875,-71.3125,1
"327",-86.875,-71.1875,2
"328",-86.625,-72.9375,593
"329",-86.625,-72.8125,1362
"330",-86.625,-72.6875,1294
"331",-86.625,-72.5625,1067
"332",-86.625,-72.4375,802
"333",-86.625,-72.3125,504
"334",-86.625,-72.1875,238
"335",-86.625,-72.0625,115
"336",-86.625,-71.9375,51
"337",-86.625,-71.8125,41
"338",-86.625,-71.6875,8
"339",-86.625,-71.5625,12
"340",-86.625,-71.4375,6
"341",-86.625,-71.3125,6
"342",-86.625,-71.1875,5
"343",-86.375,-73.0625,82
"344",-86.375,-72.9375,1098
"345",-86.375,-72.8125,1405
"346",-86.375,-72.6875,1168
"347",-86.375,-72.5625,1100
