OccurrenceID;Dvpt type;Mission;Year;Latitude;Longitude;Station;Station_Year;Bioregion;Depth (GEBCO);PF;AphiaID_accepted;ScientificName_accepted;Authority_accepted;Kingdom;Phylum;Class;Order;Family;Genus;Subgenus;Species2
1866;Lecithotrophic;BioRoss 2004;2004;-71.755;171.1475;-71,755_171,1475;-71,755_171,1475_2004;Ross Sea;-247;South;234948;Psilaster charcoti;(Koehler, 1906);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Psilaster;;charcoti
1867;Lecithotrophic;BioRoss 2004;2004;-71.985333;172.1785;-71,985333_172,1785;-71,985333_172,1785_2004;Ross Sea;-718;South;234948;Psilaster charcoti;(Koehler, 1906);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Psilaster;;charcoti
1868;Lecithotrophic;BioRoss 2004;2004;-71.992667;172.207;-71,992667_172,207;-71,992667_172,207_2004;Ross Sea;-627;South;234948;Psilaster charcoti;(Koehler, 1906);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Psilaster;;charcoti
1869;Lecithotrophic;BioRoss 2004;2004;-72.014;170.775833;-72,014_170,775833;-72,014_170,775833_2004;Ross Sea;-239;South;234948;Psilaster charcoti;(Koehler, 1906);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Psilaster;;charcoti
1870;Lecithotrophic;BioRoss 2004;2004;-72.031333;170.905333;-72,031333_170,905333;-72,031333_170,905333_2004;Ross Sea;-283;South;234948;Psilaster charcoti;(Koehler, 1906);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Psilaster;;charcoti
1871;Lecithotrophic;BioRoss 2004;2004;-72.278833;171.413667;-72,278833_171,413667;-72,278833_171,413667_2004;Ross Sea;-400;South;234948;Psilaster charcoti;(Koehler, 1906);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Psilaster;;charcoti
1872;Lecithotrophic;BioRoss 2004;2004;-72.335167;170.500671;-72,335167_170,500671;-72,335167_170,500671_2004;Ross Sea;-296;South;234948;Psilaster charcoti;(Koehler, 1906);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Psilaster;;charcoti
1873;Brooding;BioRoss 2004;2004;-65.491667;161.0495;-65,491667_161,0495;-65,491667_161,0495_2004;Balleny & Scott Islands;-462;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1874;Brooding;BioRoss 2004;2004;-67.253833;164.875;-67,253833_164,875;-67,253833_164,875_2004;Balleny & Scott Islands;-349;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1875;Brooding;BioRoss 2004;2004;-67.434833;163.883;-67,434833_163,883;-67,434833_163,883_2004;Balleny & Scott Islands;-1274;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1876;Brooding;BioRoss 2004;2004;-71.188667;170.977167;-71,188667_170,977167;-71,188667_170,977167_2004;Ross Sea;-748;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1877;Brooding;BioRoss 2004;2004;-71.309833;170.477167;-71,309833_170,477167;-71,309833_170,477167_2004;Ross Sea;-230;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1878;Brooding;BioRoss 2004;2004;-71.488667;171.943;-71,488667_171,943;-71,488667_171,943_2004;Ross Sea;-612;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1879;Brooding;BioRoss 2004;2004;-71.5005;171.607;-71,5005_171,607;-71,5005_171,607_2004;Ross Sea;-488;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1880;Brooding;BioRoss 2004;2004;-71.53;170.111;-71,53_170,111;-71,53_170,111_2004;Ross Sea;-167;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1881;Brooding;BioRoss 2004;2004;-71.579167;170.872833;-71,579167_170,872833;-71,579167_170,872833_2004;Ross Sea;-224;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1882;Brooding;BioRoss 2004;2004;-72.278833;171.413667;-72,278833_171,413667;-72,278833_171,413667_2004;Ross Sea;-400;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1883;Brooding;BioRoss 2004;2004;-72.309333;170.378;-72,309333_170,378;-72,309333_170,378_2004;Ross Sea;-150;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
1884;;BioRoss 2004;2004;-71.309167;170.450333;-71,309167_170,450333;-71,309167_170,450333_2004;Ross Sea;-191;South;172698;Saliasterias brachiata;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Saliasterias;;brachiata
1885;;BioRoss 2004;2004;-71.765833;171.167167;-71,765833_171,167167;-71,765833_171,167167_2004;Ross Sea;-243;South;172698;Saliasterias brachiata;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Saliasterias;;brachiata
1886;;BioRoss 2004;2004;-71.772833;171.148833;-71,772833_171,148833;-71,772833_171,148833_2004;Ross Sea;-238;South;172698;Saliasterias brachiata;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Saliasterias;;brachiata
1887;;BioRoss 2004;2004;-72.0135;170.7745;-72,0135_170,7745;-72,0135_170,7745_2004;Ross Sea;-230;South;172698;Saliasterias brachiata;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Saliasterias;;brachiata
1888;;BioRoss 2004;2004;-72.307833;170.357667;-72,307833_170,357667;-72,307833_170,357667_2004;Ross Sea;-129;South;172698;Saliasterias brachiata;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Saliasterias;;brachiata
1889;;BioRoss 2004;2004;-71.474333;171.979667;-71,474333_171,979667;-71,474333_171,979667_2004;Ross Sea;-671;South;172792;Solaster regularis;Sladen, 1889;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Solaster;;regularis
1890;;BioRoss 2004;2004;-71.731333;171.75;-71,731333_171,75;-71,731333_171,75_2004;Ross Sea;-513;South;172792;Solaster regularis;Sladen, 1889;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Solaster;;regularis
1891;;BioRoss 2004;2004;-72.077;172.934833;-72,077_172,934833;-72,077_172,934833_2004;Ross Sea;-525;South;172792;Solaster regularis;Sladen, 1889;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Solaster;;regularis
1892;;BioRoss 2004;2004;-72.278833;171.413667;-72,278833_171,413667;-72,278833_171,413667_2004;Ross Sea;-400;South;172792;Solaster regularis;Sladen, 1889;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Solaster;;regularis
2001;Brooding;CASIZ Collection;2004;-55.068667;-35.203;-55,068667_-35,203;-55,068667_-35,203_2004;South Georgia & Shag Rocks;-113;South;172650;Diplasterias brucei;(Koehler, 1908);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Diplasterias;;brucei
2002;Brooding;CASIZ Collection;2004;-57.053;-26.741333;-57,053_-26,741333;-57,053_-26,741333_2004;South Sandwich Islands;-119;South;172650;Diplasterias brucei;(Koehler, 1908);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Diplasterias;;brucei
2003;Brooding;CASIZ Collection;2004;-58.943;-26.453833;-58,943_-26,453833;-58,943_-26,453833_2004;South Sandwich Islands;-92;South;172650;Diplasterias brucei;(Koehler, 1908);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Diplasterias;;brucei
2011;Brooding;CASIZ Collection;2004;-53.768667;-41.434333;-53,768667_-41,434333;-53,768667_-41,434333_2004;South Georgia & Shag Rocks;-194;South;172653;Diplasterias meridionalis;(Perrier, 1875);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Diplasterias;;meridionalis
2012;Brooding;CASIZ Collection;2004;-53.772667;-38.224667;-53,772667_-38,224667;-53,772667_-38,224667_2004;South Georgia & Shag Rocks;-178;South;172652;Diplasterias radiata;(Koehler, 1923);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Diplasterias;;radiata
2013;Planktotrophic;CASIZ Collection;2004;-53.768667;-41.434333;-53,768667_-41,434333;-53,768667_-41,434333_2004;South Georgia & Shag Rocks;-194;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
2014;Planktotrophic;CASIZ Collection;2004;-53.772667;-38.224667;-53,772667_-38,224667;-53,772667_-38,224667_2004;South Georgia & Shag Rocks;-178;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
2015;Planktotrophic;CASIZ Collection;2004;-55.068667;-35.203;-55,068667_-35,203;-55,068667_-35,203_2004;South Georgia & Shag Rocks;-113;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
2016;Planktotrophic;CASIZ Collection;2004;-58.407;-26.205;-58,407_-26,205;-58,407_-26,205_2004;South Sandwich Islands;-426;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
2021;Brooding;CASIZ Collection;2004;-53.772667;-38.224667;-53,772667_-38,224667;-53,772667_-38,224667_2004;South Georgia & Shag Rocks;-178;South;172661;Lysasterias belgicae;(Ludwig, 1903);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Lysasterias;;belgicae
2022;Brooding;CASIZ Collection;2004;-57.053;-26.741333;-57,053_-26,741333;-57,053_-26,741333_2004;South Sandwich Islands;-119;South;172666;Lysasterias perrieri;(Studer, 1885);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Lysasterias;;perrieri
2030;;CASIZ Collection;2004;-53.772667;-38.224667;-53,772667_-38,224667;-53,772667_-38,224667_2004;South Georgia & Shag Rocks;-178;South;234933;Notasterias pedicellaris;(Koehler, 1907);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;pedicellaris
2038;;CASIZ Collection;2004;-54.420333;-35.909667;-54,420333_-35,909667;-54,420333_-35,909667_2004;South Georgia & Shag Rocks;-166;South;234941;Perknaster aurantiacus;Koehler, 1912;Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Perknaster;;aurantiacus
2039;;CASIZ Collection;2004;-58.943;-26.453833;-58,943_-26,453833;-58,943_-26,453833_2004;South Sandwich Islands;-92;South;234941;Perknaster aurantiacus;Koehler, 1912;Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Perknaster;;aurantiacus
2041;;CASIZ Collection;2004;-55.068667;-35.203;-55,068667_-35,203;-55,068667_-35,203_2004;South Georgia & Shag Rocks;-113;South;234942;Perknaster densus;Sladen, 1889;Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Perknaster;;densus
3964;Planktotrophic;Janosik  et al., 2008;2004;-62.85;-59.451167;-62,85_-59,451167;-62,85_-59,451167_2004;Antarctic Peninsula & the South Shetland Islands;-1217;South;234924;Labidiaster annulatus;Sladen, 1889;Animalia;Echinodermata;Asteroidea;Forcipulatida;Heliasteridae;Labidiaster;;annulatus
3967;Planktotrophic;Janosik  et al., 2008;2004;-63.467;-62.3995;-63,467_-62,3995;-63,467_-62,3995_2004;Antarctic Peninsula & the South Shetland Islands;-151;South;234924;Labidiaster annulatus;Sladen, 1889;Animalia;Echinodermata;Asteroidea;Forcipulatida;Heliasteridae;Labidiaster;;annulatus
3969;Planktotrophic;Janosik  et al., 2008;2004;-62.263333;-58.278333;-62,263333_-58,278333;-62,263333_-58,278333_2004;Antarctic Peninsula & the South Shetland Islands;-695;South;172775;Odontaster validus;Koehler, 1906;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;validus
3970;Planktotrophic;Janosik  et al., 2008;2004;-62.85;-59.451167;-62,85_-59,451167;-62,85_-59,451167_2004;Antarctic Peninsula & the South Shetland Islands;-1217;South;172775;Odontaster validus;Koehler, 1906;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;validus
3971;Planktotrophic;Janosik  et al., 2008;2004;-62.967833;-61.591;-62,967833_-61,591;-62,967833_-61,591_2004;Antarctic Peninsula & the South Shetland Islands;-387;South;172775;Odontaster validus;Koehler, 1906;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;validus
3972;Planktotrophic;Janosik  et al., 2008;2004;-63.467;-62.3995;-63,467_-62,3995;-63,467_-62,3995_2004;Antarctic Peninsula & the South Shetland Islands;-151;South;172775;Odontaster validus;Koehler, 1906;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;validus
3975;;Janosik & Halanych, 2010;2004;-54.484;-62.214;-54,484_-62,214;-54,484_-62,214_2004;Tierra Del Fuego;-316;North;526269;Odontaster pearsei;Janosik & Halanych, 2010;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;pearsei
3976;;Janosik & Halanych, 2010;2004;-54.633;3.833;-54,633_3,833;-54,633_3,833_2004;Bouvet Island;-2296;South;526269;Odontaster pearsei;Janosik & Halanych, 2010;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;pearsei
3977;;Janosik & Halanych, 2010;2004;-63.416;-61.8414;-63,416_-61,8414;-63,416_-61,8414_2004;Antarctic Peninsula & the South Shetland Islands;-243;South;526269;Odontaster pearsei;Janosik & Halanych, 2010;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;pearsei
3978;;Janosik & Halanych, 2010;2004;-64.41;-64.502;-64,41_-64,502;-64,41_-64,502_2004;Antarctic Peninsula & the South Shetland Islands;-196;South;526269;Odontaster pearsei;Janosik & Halanych, 2010;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;pearsei
3979;;Janosik & Halanych, 2010;2004;-65.664;-68.037;-65,664_-68,037;-65,664_-68,037_2004;Antarctic Peninsula & the South Shetland Islands;-269;South;526269;Odontaster pearsei;Janosik & Halanych, 2010;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;pearsei
3980;;Janosik & Halanych, 2010;2004;-67.727;-69.302;-67,727_-69,302;-67,727_-69,302_2004;Antarctic Peninsula & the South Shetland Islands;-177;South;526269;Odontaster pearsei;Janosik & Halanych, 2010;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;pearsei
3981;;Janosik & Halanych, 2010;2004;-67.74;-69.29;-67,74_-69,29;-67,74_-69,29_2004;Antarctic Peninsula & the South Shetland Islands;-151;South;526269;Odontaster pearsei;Janosik & Halanych, 2010;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;pearsei
3982;;Janosik & Halanych, 2010;2004;-62.933;-61.479;-62,933_-61,479;-62,933_-61,479_2004;Antarctic Peninsula & the South Shetland Islands;-156;South;526268;Odontaster roseus;Janosik & Halanych, 2010;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;roseus
3983;;Janosik & Halanych, 2010;2004;-63.416;-61.8414;-63,416_-61,8414;-63,416_-61,8414_2004;Antarctic Peninsula & the South Shetland Islands;-243;South;526268;Odontaster roseus;Janosik & Halanych, 2010;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;roseus
4634;Brooding;McClintock et al., 2006;2004;-64.8;-64.08;-64,8_-64,08;-64,8_-64,08_2004;Antarctic Peninsula & the South Shetland Islands;-165;South;172683;Granaster nutrix;(Studer, 1885);Animalia;Echinodermata;Asteroidea;Forcipulatida;Stichasteridae;Granaster;;nutrix
4635;Brooding;McClintock et al., 2006;2004;-64.8;-64.08;-64,8_-64,08;-64,8_-64,08_2004;Antarctic Peninsula & the South Shetland Islands;-165;South;172687;Neosmilaster georgianus;(Studer, 1885);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Neosmilaster;;georgianus
4636;Planktotrophic;McClintock et al., 2006;2004;-64.8;-64.08;-64,8_-64,08;-64,8_-64,08_2004;Antarctic Peninsula & the South Shetland Islands;-165;South;172775;Odontaster validus;Koehler, 1906;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;validus
5874;Lecithotrophic;MNA Genova Collection;2004;-72.271667;170.415;-72,271667_170,415;-72,271667_170,415_2004;Ross Sea;-367;South;172767;Acodontaster conspicuus;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Acodontaster;;conspicuus
5875;Planktotrophic;MNA Genova Collection;2004;-73.378333;170.115;-73,378333_170,115;-73,378333_170,115_2004;Ross Sea;-329;South;234884;Cheiraster (Luidiaster) gerlachei;Ludwig, 1903;Animalia;Echinodermata;Asteroidea;Notomyotida;Benthopectinidae;Cheiraster;Luidiaster;gerlachei
5876;Brooding;MNA Genova Collection;2004;-72.127778;172.70056;-72,127778_172,70056;-72,127778_172,70056_2004;Ross Sea;-498;South;172650;Diplasterias brucei;(Koehler, 1908);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Diplasterias;;brucei
5877;Planktotrophic;MNA Genova Collection;2004;-67.423889;163.8986;-67,423889_163,8986;-67,423889_163,8986_2004;Balleny & Scott Islands;-984;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
5878;Planktotrophic;MNA Genova Collection;2004;-67.425;163.89833;-67,425_163,89833;-67,425_163,89833_2004;Balleny & Scott Islands;-1066;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
5879;Brooding;MNA Genova Collection;2004;-72.336667;170.39417;-72,336667_170,39417;-72,336667_170,39417_2004;Ross Sea;-155;South;172704;Kampylaster incurvatus;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Valvatida;Asterinidae;Kampylaster;;incurvatus
5880;Lecithotrophic;MNA Genova Collection;2004;-67.253611;164.875;-67,253611_164,875;-67,253611_164,875_2004;Balleny & Scott Islands;-349;South;172785;Lophaster gaini;Koehler, 1912;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Lophaster;;gaini
5881;Lecithotrophic;MNA Genova Collection;2004;-67.2725;164.51944;-67,2725_164,51944;-67,2725_164,51944_2004;Balleny & Scott Islands;-229;South;172785;Lophaster gaini;Koehler, 1912;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Lophaster;;gaini
5882;Brooding;MNA Genova Collection;2004;-71.298889;170.53639;-71,298889_170,53639;-71,298889_170,53639_2004;Ross Sea;-237;South;172660;Lysasterias adeliae;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Lysasterias;;adeliae
5883;Brooding;MNA Genova Collection;2004;-71.624167;170.90666;-71,624167_170,90666;-71,624167_170,90666_2004;Ross Sea;-179;South;172667;Notasterias armata;(Koehler, 1911);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;armata
5884;Brooding;MNA Genova Collection;2004;-72.291667;170.435;-72,291667_170,435;-72,291667_170,435_2004;Ross Sea;-258;South;172667;Notasterias armata;(Koehler, 1911);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;armata
5885;;MNA Genova Collection;2004;-71.740556;171.64389;-71,740556_171,64389;-71,740556_171,64389_2004;Ross Sea;-394;South;172668;Notasterias stolophora;Fisher, 1940;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;stolophora
5886;Planktotrophic;MNA Genova Collection;2004;-71.624167;170.90666;-71,624167_170,90666;-71,624167_170,90666_2004;Ross Sea;-179;South;172775;Odontaster validus;Koehler, 1906;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;validus
5887;;MNA Genova Collection;2004;-72.271667;170.415;-72,271667_170,415;-72,271667_170,415_2004;Ross Sea;-367;South;172691;Pedicellaster hypernotius;Sladen, 1889;Animalia;Echinodermata;Asteroidea;Forcipulatida;Pedicellasteridae;Pedicellaster;;hypernotius
5888;;MNA Genova Collection;2004;-72.320833;170.475;-72,320833_170,475;-72,320833_170,475_2004;Ross Sea;-276;South;234942;Perknaster densus;Sladen, 1889;Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Perknaster;;densus
5889;;MNA Genova Collection;2004;-71.19;170.94833;-71,19_170,94833;-71,19_170,94833_2004;Ross Sea;-635;South;172755;Perknaster sladeni;(Perrier, 1891);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Perknaster;;sladeni
5890;;MNA Genova Collection;2004;-71.772778;171.1486;-71,772778_171,1486;-71,772778_171,1486_2004;Ross Sea;-238;South;172695;Psalidaster mordax;Fisher, 1940;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Psalidaster;;mordax
5891;Lecithotrophic;MNA Genova Collection;2004;-67.253611;164.875;-67,253611_164,875;-67,253611_164,875_2004;Balleny & Scott Islands;-349;South;234948;Psilaster charcoti;(Koehler, 1906);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Psilaster;;charcoti
5892;Brooding;MNA Genova Collection;2004;-72.278333;171.41333;-72,278333_171,41333;-72,278333_171,41333_2004;Ross Sea;-400;South;172778;Pteraster stellifer;Sladen, 1882;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;;stellifer
6350;;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-48.4265;168.7598;-48,4265_168,7598;-48,4265_168,7598_2004;Campbell & Auckland Islands;-658;North;291558;Crossaster multispinus;H.L. Clark, 1916;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Crossaster;;multispinus
6380;;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-46.5842;166.3185;-46,5842_166,3185;-46,5842_166,3185_2004;Campbell & Auckland Islands;-778;North;291693;Dipsacaster magnificus;(H.L. Clark, 1916);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Dipsacaster;;magnificus
6384;;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-46.6208;166.4432;-46,6208_166,4432;-46,6208_166,4432_2004;Campbell & Auckland Islands;-918;North;291693;Dipsacaster magnificus;(H.L. Clark, 1916);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Dipsacaster;;magnificus
6410;;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-49.1562;167.1792;-49,1562_167,1792;-49,1562_167,1792_2004;Campbell & Auckland Islands;-682;North;291693;Dipsacaster magnificus;(H.L. Clark, 1916);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Dipsacaster;;magnificus
6441;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-46.3778;170.8677;-46,3778_170,8677;-46,3778_170,8677_2004;Campbell & Auckland Islands;-818;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6455;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-46.9742;169.754;-46,9742_169,754;-46,9742_169,754_2004;Campbell & Auckland Islands;-544;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6460;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-47.3053;170.0973;-47,3053_170,0973;-47,3053_170,0973_2004;Campbell & Auckland Islands;-884;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6465;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-47.956;169.3192;-47,956_169,3192;-47,956_169,3192_2004;Campbell & Auckland Islands;-649;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6476;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-48.4265;168.7598;-48,4265_168,7598;-48,4265_168,7598_2004;Campbell & Auckland Islands;-658;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6495;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-48.8595;174.7022;-48,8595_174,7022;-48,8595_174,7022_2004;Campbell & Auckland Islands;-665;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6504;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-48.9703;171.3207;-48,9703_171,3207;-48,9703_171,3207_2004;Campbell & Auckland Islands;-410;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6531;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-49.7445;169.7035;-49,7445_169,7035;-49,7445_169,7035_2004;Campbell & Auckland Islands;-650;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6557;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-50.8527;173.738;-50,8527_173,738;-50,8527_173,738_2004;Campbell & Auckland Islands;-682;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6589;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-51.5688;174.0393;-51,5688_174,0393;-51,5688_174,0393_2004;Campbell & Auckland Islands;-808;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6598;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-51.7613;167.595;-51,7613_167,595;-51,7613_167,595_2004;Campbell & Auckland Islands;-568;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
6605;Lecithotrophic;New Zealand fish and squid distributions from research bottom trawls 1964-2008;2004;-52.0295;168.2058;-52,0295_168,2058;-52,0295_168,2058_2004;Campbell & Auckland Islands;-647;North;124043;Hippasteria phrygiana;(Parelius, 1768);Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;;phrygiana
