OccurrenceID;Dvpt type;Mission;Year;Latitude;Longitude;Station;Station_Year;Bioregion;Depth (GEBCO);PF;AphiaID_accepted;ScientificName_accepted;Authority_accepted;Kingdom;Phylum;Class;Order;Family;Genus;Subgenus;Species2
13707;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-73.7;-22.508333;-73,7_-22,508333;-73,7_-22,508333_1996;Weddell Sea;-442;South;172784;Cuenotaster involutus;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cuenotaster;;involutus
13708;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-73.89;-22.448334;-73,89_-22,448334;-73,89_-22,448334_1996;Weddell Sea;-255;South;172784;Cuenotaster involutus;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cuenotaster;;involutus
13709;;Weddell Sea macrozoobenthos EASIZ;1996;-71.051667;-11.425;-71,051667_-11,425;-71,051667_-11,425_1996;Weddell Sea;-464;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13710;;Weddell Sea macrozoobenthos EASIZ;1996;-71.135833;-11.5375;-71,135833_-11,5375;-71,135833_-11,5375_1996;Weddell Sea;-118;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13711;;Weddell Sea macrozoobenthos EASIZ;1996;-71.381667;-14.32;-71,381667_-14,32;-71,381667_-14,32_1996;Weddell Sea;-657;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13712;;Weddell Sea macrozoobenthos EASIZ;1996;-71.385;-14.33;-71,385_-14,33;-71,385_-14,33_1996;Weddell Sea;-557;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13713;;Weddell Sea macrozoobenthos EASIZ;1996;-71.488333;-14.325;-71,488333_-14,325;-71,488333_-14,325_1996;Weddell Sea;-216;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13714;;Weddell Sea macrozoobenthos EASIZ;1996;-71.525;-12.425;-71,525_-12,425;-71,525_-12,425_1996;Weddell Sea;-512;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13715;;Weddell Sea macrozoobenthos EASIZ;1996;-71.53;-13.575;-71,53_-13,575;-71,53_-13,575_1996;Weddell Sea;-259;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13716;;Weddell Sea macrozoobenthos EASIZ;1996;-71.674833;-12.695;-71,674833_-12,695;-71,674833_-12,695_1996;Weddell Sea;-258;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13717;;Weddell Sea macrozoobenthos EASIZ;1996;-71.685;-12.738334;-71,685_-12,738334;-71,685_-12,738334_1996;Weddell Sea;-231;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13718;;Weddell Sea macrozoobenthos EASIZ;1996;-73.601667;-22.594999;-73,601667_-22,594999;-73,601667_-22,594999_1996;Weddell Sea;-873;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13719;;Weddell Sea macrozoobenthos EASIZ;1996;-73.7;-22.508333;-73,7_-22,508333;-73,7_-22,508333_1996;Weddell Sea;-442;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13720;;Weddell Sea macrozoobenthos EASIZ;1996;-73.89;-22.448334;-73,89_-22,448334;-73,89_-22,448334_1996;Weddell Sea;-255;South;172748;Cycethra verrucosa;(Philippi, 1857);Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;;verrucosa
13721;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.051667;-11.425;-71,051667_-11,425;-71,051667_-11,425_1996;Weddell Sea;-464;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13722;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.135833;-11.5375;-71,135833_-11,5375;-71,135833_-11,5375_1996;Weddell Sea;-118;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13723;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.381667;-14.32;-71,381667_-14,32;-71,381667_-14,32_1996;Weddell Sea;-657;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13724;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.385;-14.33;-71,385_-14,33;-71,385_-14,33_1996;Weddell Sea;-557;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13725;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.456667;-13.721666;-71,456667_-13,721666;-71,456667_-13,721666_1996;Weddell Sea;-217;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13726;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.488333;-14.325;-71,488333_-14,325;-71,488333_-14,325_1996;Weddell Sea;-216;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13727;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.525;-12.425;-71,525_-12,425;-71,525_-12,425_1996;Weddell Sea;-512;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13728;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.53;-13.575;-71,53_-13,575;-71,53_-13,575_1996;Weddell Sea;-259;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13729;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.535;-13.735;-71,535_-13,735;-71,535_-13,735_1996;Weddell Sea;-371;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13730;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.578333;-12.443334;-71,578333_-12,443334;-71,578333_-12,443334_1996;Weddell Sea;-590;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13731;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.674833;-12.695;-71,674833_-12,695;-71,674833_-12,695_1996;Weddell Sea;-258;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13732;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-73.601667;-22.594999;-73,601667_-22,594999;-73,601667_-22,594999_1996;Weddell Sea;-873;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13733;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-73.7;-22.508333;-73,7_-22,508333;-73,7_-22,508333_1996;Weddell Sea;-442;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13734;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-73.89;-22.448334;-73,89_-22,448334;-73,89_-22,448334_1996;Weddell Sea;-255;South;178005;Glabraster antarctica;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Glabraster;;antarctica
13735;;Weddell Sea macrozoobenthos EASIZ;1996;-73.89;-22.448334;-73,89_-22,448334;-73,89_-22,448334_1996;Weddell Sea;-255;South;172740;Henricia pagenstecheri;(Studer, 1885);Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;pagenstecheri
13736;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-71.135833;-11.5375;-71,135833_-11,5375;-71,135833_-11,5375_1996;Weddell Sea;-118;South;172742;Henricia parva;Koehler, 1912;Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;parva
13737;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-71.135833;-11.5375;-71,135833_-11,5375;-71,135833_-11,5375_1996;Weddell Sea;-118;South;172738;Henricia smilax;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;smilax
13738;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-71.381667;-14.32;-71,381667_-14,32;-71,381667_-14,32_1996;Weddell Sea;-657;South;172738;Henricia smilax;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;smilax
13739;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-71.456667;-13.721666;-71,456667_-13,721666;-71,456667_-13,721666_1996;Weddell Sea;-217;South;172738;Henricia smilax;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;smilax
13740;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-71.525;-12.425;-71,525_-12,425;-71,525_-12,425_1996;Weddell Sea;-512;South;172738;Henricia smilax;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;smilax
13741;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-71.53;-13.575;-71,53_-13,575;-71,53_-13,575_1996;Weddell Sea;-259;South;172738;Henricia smilax;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;smilax
13742;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-71.543333;-12.438334;-71,543333_-12,438334;-71,543333_-12,438334_1996;Weddell Sea;-599;South;172738;Henricia smilax;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;smilax
13743;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-71.693333;-12.49;-71,693333_-12,49;-71,693333_-12,49_1996;Weddell Sea;-456;South;172738;Henricia smilax;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;smilax
13744;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-73.601667;-22.594999;-73,601667_-22,594999;-73,601667_-22,594999_1996;Weddell Sea;-873;South;172738;Henricia smilax;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;smilax
13745;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-73.7;-22.508333;-73,7_-22,508333;-73,7_-22,508333_1996;Weddell Sea;-442;South;172738;Henricia smilax;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;;smilax
13746;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-73.256667;-21.459999;-73,256667_-21,459999;-73,256667_-21,459999_1996;Weddell Sea;-1721;South;234921;Hymenaster perspicuus;Ludwig, 1903;Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Hymenaster;;perspicuus
13747;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-71.135833;-11.5375;-71,135833_-11,5375;-71,135833_-11,5375_1996;Weddell Sea;-118;South;172704;Kampylaster incurvatus;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Valvatida;Asterinidae;Kampylaster;;incurvatus
13748;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-71.381667;-14.32;-71,381667_-14,32;-71,381667_-14,32_1996;Weddell Sea;-657;South;172704;Kampylaster incurvatus;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Valvatida;Asterinidae;Kampylaster;;incurvatus
13749;;Weddell Sea macrozoobenthos EASIZ;1996;-73.256667;-21.459999;-73,256667_-21,459999;-73,256667_-21,459999_1996;Weddell Sea;-1721;South;172720;Leptychaster flexuosus;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Leptychaster;;flexuosus
13750;;Weddell Sea macrozoobenthos EASIZ;1996;-71.456667;-13.721666;-71,456667_-13,721666;-71,456667_-13,721666_1996;Weddell Sea;-217;South;172786;Lophaster densus;Fisher, 1940;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Lophaster;;densus
13751;;Weddell Sea macrozoobenthos EASIZ;1996;-71.543333;-12.438334;-71,543333_-12,438334;-71,543333_-12,438334_1996;Weddell Sea;-599;South;172786;Lophaster densus;Fisher, 1940;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Lophaster;;densus
13752;;Weddell Sea macrozoobenthos EASIZ;1996;-73.7;-22.508333;-73,7_-22,508333;-73,7_-22,508333_1996;Weddell Sea;-442;South;172786;Lophaster densus;Fisher, 1940;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Lophaster;;densus
13753;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.051667;-11.425;-71,051667_-11,425;-71,051667_-11,425_1996;Weddell Sea;-464;South;172785;Lophaster gaini;Koehler, 1912;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Lophaster;;gaini
13754;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.685;-12.738334;-71,685_-12,738334;-71,685_-12,738334_1996;Weddell Sea;-231;South;172785;Lophaster gaini;Koehler, 1912;Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Lophaster;;gaini
13755;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.051667;-11.425;-71,051667_-11,425;-71,051667_-11,425_1996;Weddell Sea;-464;South;234930;Macroptychaster accrescens;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Macroptychaster;;accrescens
13756;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.311667;-12.285;-71,311667_-12,285;-71,311667_-12,285_1996;Weddell Sea;-173;South;234930;Macroptychaster accrescens;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Macroptychaster;;accrescens
13757;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.456667;-13.721666;-71,456667_-13,721666;-71,456667_-13,721666_1996;Weddell Sea;-217;South;234930;Macroptychaster accrescens;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Macroptychaster;;accrescens
13758;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.525;-12.425;-71,525_-12,425;-71,525_-12,425_1996;Weddell Sea;-512;South;234930;Macroptychaster accrescens;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Macroptychaster;;accrescens
13759;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.685;-12.738334;-71,685_-12,738334;-71,685_-12,738334_1996;Weddell Sea;-231;South;234930;Macroptychaster accrescens;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Macroptychaster;;accrescens
13760;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-73.376667;-21.176666;-73,376667_-21,176666;-73,376667_-21,176666_1996;Weddell Sea;-331;South;234930;Macroptychaster accrescens;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Macroptychaster;;accrescens
13761;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-73.601667;-22.594999;-73,601667_-22,594999;-73,601667_-22,594999_1996;Weddell Sea;-873;South;234930;Macroptychaster accrescens;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Macroptychaster;;accrescens
13762;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-73.7;-22.508333;-73,7_-22,508333;-73,7_-22,508333_1996;Weddell Sea;-442;South;234930;Macroptychaster accrescens;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Macroptychaster;;accrescens
13763;Lecithotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-73.89;-22.448334;-73,89_-22,448334;-73,89_-22,448334_1996;Weddell Sea;-255;South;234930;Macroptychaster accrescens;(Koehler, 1920);Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Macroptychaster;;accrescens
13764;Brooding;Weddell Sea macrozoobenthos EASIZ;1996;-73.7;-22.508333;-73,7_-22,508333;-73,7_-22,508333_1996;Weddell Sea;-442;South;172667;Notasterias armata;(Koehler, 1911);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;armata
13765;;Weddell Sea macrozoobenthos EASIZ;1996;-70.088333;-8.333333;-70,088333_-8,333333;-70,088333_-8,333333_1996;Weddell Sea;-2315;South;172669;Notasterias bongraini;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;bongraini
13766;;Weddell Sea macrozoobenthos EASIZ;1996;-71.135833;-11.5375;-71,135833_-11,5375;-71,135833_-11,5375_1996;Weddell Sea;-118;South;172669;Notasterias bongraini;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;bongraini
13767;;Weddell Sea macrozoobenthos EASIZ;1996;-71.381667;-14.32;-71,381667_-14,32;-71,381667_-14,32_1996;Weddell Sea;-657;South;172669;Notasterias bongraini;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;bongraini
13768;;Weddell Sea macrozoobenthos EASIZ;1996;-71.456667;-13.721666;-71,456667_-13,721666;-71,456667_-13,721666_1996;Weddell Sea;-217;South;172669;Notasterias bongraini;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;bongraini
13769;;Weddell Sea macrozoobenthos EASIZ;1996;-71.525;-12.425;-71,525_-12,425;-71,525_-12,425_1996;Weddell Sea;-512;South;172669;Notasterias bongraini;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;bongraini
13770;;Weddell Sea macrozoobenthos EASIZ;1996;-71.535;-13.735;-71,535_-13,735;-71,535_-13,735_1996;Weddell Sea;-371;South;172669;Notasterias bongraini;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;bongraini
13771;;Weddell Sea macrozoobenthos EASIZ;1996;-71.685;-12.738334;-71,685_-12,738334;-71,685_-12,738334_1996;Weddell Sea;-231;South;172669;Notasterias bongraini;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;bongraini
13772;;Weddell Sea macrozoobenthos EASIZ;1996;-73.601667;-22.594999;-73,601667_-22,594999;-73,601667_-22,594999_1996;Weddell Sea;-873;South;172669;Notasterias bongraini;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;bongraini
13773;;Weddell Sea macrozoobenthos EASIZ;1996;-73.7;-22.508333;-73,7_-22,508333;-73,7_-22,508333_1996;Weddell Sea;-442;South;172669;Notasterias bongraini;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;bongraini
13774;;Weddell Sea macrozoobenthos EASIZ;1996;-71.456667;-13.721666;-71,456667_-13,721666;-71,456667_-13,721666_1996;Weddell Sea;-217;South;172670;Notasterias haswelli;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;haswelli
13775;;Weddell Sea macrozoobenthos EASIZ;1996;-71.525;-12.425;-71,525_-12,425;-71,525_-12,425_1996;Weddell Sea;-512;South;172670;Notasterias haswelli;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;haswelli
13776;;Weddell Sea macrozoobenthos EASIZ;1996;-71.53;-13.575;-71,53_-13,575;-71,53_-13,575_1996;Weddell Sea;-259;South;172670;Notasterias haswelli;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;haswelli
13777;;Weddell Sea macrozoobenthos EASIZ;1996;-71.685;-12.738334;-71,685_-12,738334;-71,685_-12,738334_1996;Weddell Sea;-231;South;172670;Notasterias haswelli;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;haswelli
13778;;Weddell Sea macrozoobenthos EASIZ;1996;-73.7;-22.508333;-73,7_-22,508333;-73,7_-22,508333_1996;Weddell Sea;-442;South;172670;Notasterias haswelli;Koehler, 1920;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Notasterias;;haswelli
13779;;Weddell Sea macrozoobenthos EASIZ;1996;-71.051667;-11.425;-71,051667_-11,425;-71,051667_-11,425_1996;Weddell Sea;-464;South;172763;Notioceramus anomalus;Fisher, 1940;Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Notioceramus;;anomalus
13780;;Weddell Sea macrozoobenthos EASIZ;1996;-71.135833;-11.5375;-71,135833_-11,5375;-71,135833_-11,5375_1996;Weddell Sea;-118;South;172763;Notioceramus anomalus;Fisher, 1940;Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Notioceramus;;anomalus
13781;;Weddell Sea macrozoobenthos EASIZ;1996;-73.256667;-21.459999;-73,256667_-21,459999;-73,256667_-21,459999_1996;Weddell Sea;-1721;South;172763;Notioceramus anomalus;Fisher, 1940;Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Notioceramus;;anomalus
13782;;Weddell Sea macrozoobenthos EASIZ;1996;-73.601667;-22.594999;-73,601667_-22,594999;-73,601667_-22,594999_1996;Weddell Sea;-873;South;172763;Notioceramus anomalus;Fisher, 1940;Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Notioceramus;;anomalus
13783;;Weddell Sea macrozoobenthos EASIZ;1996;-73.7;-22.508333;-73,7_-22,508333;-73,7_-22,508333_1996;Weddell Sea;-442;South;172763;Notioceramus anomalus;Fisher, 1940;Animalia;Echinodermata;Asteroidea;Valvatida;Goniasteridae;Notioceramus;;anomalus
13784;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.488333;-14.325;-71,488333_-14,325;-71,488333_-14,325_1996;Weddell Sea;-216;South;172774;Odontaster meridionalis;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;meridionalis
13785;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.674833;-12.695;-71,674833_-12,695;-71,674833_-12,695_1996;Weddell Sea;-258;South;172774;Odontaster meridionalis;(E. A. Smith, 1876);Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;meridionalis
13786;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.488333;-14.325;-71,488333_-14,325;-71,488333_-14,325_1996;Weddell Sea;-216;South;172775;Odontaster validus;Koehler, 1906;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;validus
13787;Planktotrophic;Weddell Sea macrozoobenthos EASIZ;1996;-71.525;-12.425;-71,525_-12,425;-71,525_-12,425_1996;Weddell Sea;-512;South;172775;Odontaster validus;Koehler, 1906;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;;validus
13788;;Weddell Sea macrozoobenthos EASIZ;1996;-71.135833;-11.5375;-71,135833_-11,5375;-71,135833_-11,5375_1996;Weddell Sea;-118;South;172789;Paralophaster antarcticus;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;antarcticus
13789;;Weddell Sea macrozoobenthos EASIZ;1996;-71.525;-12.425;-71,525_-12,425;-71,525_-12,425_1996;Weddell Sea;-512;South;172789;Paralophaster antarcticus;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;antarcticus
13790;;Weddell Sea macrozoobenthos EASIZ;1996;-71.543333;-12.438334;-71,543333_-12,438334;-71,543333_-12,438334_1996;Weddell Sea;-599;South;172789;Paralophaster antarcticus;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;antarcticus
13791;;Weddell Sea macrozoobenthos EASIZ;1996;-71.578333;-12.443334;-71,578333_-12,443334;-71,578333_-12,443334_1996;Weddell Sea;-590;South;172789;Paralophaster antarcticus;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;antarcticus
13792;;Weddell Sea macrozoobenthos EASIZ;1996;-71.693333;-12.49;-71,693333_-12,49;-71,693333_-12,49_1996;Weddell Sea;-456;South;172789;Paralophaster antarcticus;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;antarcticus
13793;;Weddell Sea macrozoobenthos EASIZ;1996;-73.601667;-22.594999;-73,601667_-22,594999;-73,601667_-22,594999_1996;Weddell Sea;-873;South;172789;Paralophaster antarcticus;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;antarcticus
13794;;Weddell Sea macrozoobenthos EASIZ;1996;-71.051667;-11.425;-71,051667_-11,425;-71,051667_-11,425_1996;Weddell Sea;-464;South;172790;Paralophaster godfroyi;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;godfroyi
13795;;Weddell Sea macrozoobenthos EASIZ;1996;-71.381667;-14.32;-71,381667_-14,32;-71,381667_-14,32_1996;Weddell Sea;-657;South;172790;Paralophaster godfroyi;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;godfroyi
13796;;Weddell Sea macrozoobenthos EASIZ;1996;-71.456667;-13.721666;-71,456667_-13,721666;-71,456667_-13,721666_1996;Weddell Sea;-217;South;172790;Paralophaster godfroyi;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;godfroyi
13797;;Weddell Sea macrozoobenthos EASIZ;1996;-71.488333;-14.325;-71,488333_-14,325;-71,488333_-14,325_1996;Weddell Sea;-216;South;172790;Paralophaster godfroyi;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;godfroyi
13798;;Weddell Sea macrozoobenthos EASIZ;1996;-71.525;-12.425;-71,525_-12,425;-71,525_-12,425_1996;Weddell Sea;-512;South;172790;Paralophaster godfroyi;(Koehler, 1912);Animalia;Echinodermata;Asteroidea;Valvatida;Solasteridae;Paralophaster;;godfroyi
