"","x","y","numb"
"1",-97.875,-71.8125,4
"2",-97.625,-71.8125,2
"3",-97.375,-71.8125,1
"4",-97.125,-71.8125,1
"5",-96.875,-71.8125,1
"6",-96.625,-71.8125,1
"7",-96.375,-71.8125,1
"8",-96.125,-71.8125,1
"9",-96.125,-71.5625,3
"10",-95.875,-71.9375,3
"11",-95.875,-71.8125,1
"12",-95.875,-71.5625,6
"13",-95.625,-71.9375,9
"14",-95.625,-71.8125,1
"15",-95.625,-71.6875,2
"16",-95.625,-71.5625,2
"17",-95.375,-71.9375,1
"18",-95.375,-71.8125,6
"19",-95.375,-71.5625,4
"20",-95.375,-71.4375,1
"21",-95.125,-71.9375,4
"22",-95.125,-71.8125,2
"23",-95.125,-71.6875,4
"24",-95.125,-71.5625,4
"25",-95.125,-71.4375,1
"26",-95.125,-71.3125,1
"27",-94.875,-72.1875,4
"28",-94.875,-72.0625,6
"29",-94.875,-71.9375,6
"30",-94.875,-71.8125,4
"31",-94.875,-71.6875,5
"32",-94.875,-71.5625,9
"33",-94.875,-71.4375,3
"34",-94.875,-71.3125,2
"35",-94.625,-72.1875,13
"36",-94.625,-72.0625,13
"37",-94.625,-71.9375,9
"38",-94.625,-71.8125,8
"39",-94.625,-71.6875,18
"40",-94.625,-71.5625,14
"41",-94.625,-71.4375,6
"42",-94.375,-72.3125,1
"43",-94.375,-72.1875,18
"44",-94.375,-72.0625,13
"45",-94.375,-71.9375,17
"46",-94.375,-71.8125,16
"47",-94.375,-71.6875,19
"48",-94.375,-71.5625,25
"49",-94.375,-71.4375,8
"50",-94.375,-71.3125,10
"51",-94.125,-72.3125,3
"52",-94.125,-72.1875,23
"53",-94.125,-72.0625,10
"54",-94.125,-71.9375,26
"55",-94.125,-71.8125,22
"56",-94.125,-71.6875,32
"57",-94.125,-71.5625,19
"58",-94.125,-71.4375,3
"59",-94.125,-71.3125,3
"60",-93.875,-72.3125,3
"61",-93.875,-72.1875,9
"62",-93.875,-72.0625,19
"63",-93.875,-71.9375,40
"64",-93.875,-71.8125,28
"65",-93.875,-71.6875,31
"66",-93.875,-71.5625,32
"67",-93.875,-71.1875,4
"68",-93.625,-72.3125,5
"69",-93.625,-72.1875,10
"70",-93.625,-72.0625,18
"71",-93.625,-71.9375,37
"72",-93.625,-71.8125,28
"73",-93.625,-71.6875,23
"74",-93.625,-71.5625,17
"75",-93.625,-71.4375,8
"76",-93.625,-71.3125,5
"77",-93.625,-71.1875,9
"78",-93.625,-71.0625,6
"79",-93.625,-70.9375,2
"80",-93.375,-72.3125,1
"81",-93.375,-72.1875,8
"82",-93.375,-72.0625,23
"83",-93.375,-71.9375,40
"84",-93.375,-71.8125,53
"85",-93.375,-71.6875,27
"86",-93.375,-71.5625,11
"87",-93.375,-71.4375,5
"88",-93.375,-71.3125,5
"89",-93.375,-71.1875,8
"90",-93.375,-71.0625,1
"91",-93.375,-70.9375,2
"92",-93.125,-72.1875,6
"93",-93.125,-72.0625,29
"94",-93.125,-71.9375,43
"95",-93.125,-71.8125,62
"96",-93.125,-71.6875,26
"97",-93.125,-71.5625,14
"98",-93.125,-71.4375,5
"99",-93.125,-71.3125,7
"100",-93.125,-71.1875,3
"101",-93.125,-71.0625,1
"102",-92.875,-72.3125,42
"103",-92.875,-72.1875,64
"104",-92.875,-72.0625,28
"105",-92.875,-71.9375,49
"106",-92.875,-71.8125,62
"107",-92.875,-71.6875,30
"108",-92.875,-71.5625,36
"109",-92.875,-71.4375,19
"110",-92.875,-71.3125,9
"111",-92.875,-71.1875,5
