"","x","y","numb"
"1",-52.375,-60.9375,1
"2",-51.875,-60.8125,1
"3",-51.375,-60.9375,1
"4",-51.375,-60.8125,1
"5",-51.125,-60.9375,1
"6",-51.125,-60.8125,1
"7",-50.875,-60.8125,2
"8",-50.875,-60.6875,1
"9",-50.625,-60.6875,2
"10",-50.375,-60.6875,1
"11",-50.125,-60.6875,5
"12",-50.125,-60.5625,3
"13",-49.875,-60.6875,3
"14",-49.875,-60.5625,3
"15",-49.875,-60.4375,3
"16",-49.625,-60.6875,3
"17",-49.625,-60.5625,2
"18",-49.625,-60.4375,4
"19",-49.375,-60.8125,1
"20",-49.375,-60.6875,4
"21",-49.375,-60.4375,3
"22",-49.375,-60.3125,1
"23",-49.125,-62.8125,3
"24",-49.125,-61.8125,2
"25",-49.125,-60.8125,10
"26",-49.125,-60.6875,7
"27",-49.125,-60.5625,3
"28",-48.875,-62.8125,2
"29",-48.875,-62.6875,2
"30",-48.875,-62.4375,3
"31",-48.875,-61.9375,5
"32",-48.875,-61.8125,4
"33",-48.875,-61.6875,5
"34",-48.875,-60.9375,2
"35",-48.875,-60.6875,6
"36",-48.875,-60.5625,4
"37",-48.875,-60.4375,2
"38",-48.625,-62.6875,2
"39",-48.625,-62.5625,2
"40",-48.625,-62.4375,5
"41",-48.625,-62.3125,4
"42",-48.625,-61.9375,2
"43",-48.625,-61.8125,5
"44",-48.625,-61.6875,2
"45",-48.625,-61.5625,6
"46",-48.625,-61.4375,1
"47",-48.625,-60.8125,1
"48",-48.625,-60.6875,1
"49",-48.625,-60.5625,5
"50",-48.625,-60.4375,1
"51",-48.375,-62.6875,6
"52",-48.375,-62.5625,3
"53",-48.375,-62.4375,1
"54",-48.375,-61.8125,1
"55",-48.375,-61.6875,5
"56",-48.375,-61.5625,7
"57",-48.375,-61.4375,7
"58",-48.375,-60.9375,3
"59",-48.375,-60.8125,6
"60",-48.375,-60.6875,5
"61",-48.125,-62.6875,4
"62",-48.125,-62.5625,3
"63",-48.125,-62.4375,1
"64",-48.125,-62.0625,1
"65",-48.125,-61.9375,4
"66",-48.125,-61.8125,16
"67",-48.125,-61.6875,19
"68",-48.125,-61.5625,16
"69",-48.125,-61.4375,16
"70",-48.125,-61.3125,18
"71",-48.125,-61.1875,4
"72",-48.125,-61.0625,6
"73",-48.125,-60.9375,14
"74",-48.125,-60.8125,15
"75",-48.125,-60.6875,4
"76",-48.125,-60.4375,1
"77",-48.125,-60.1875,4
"78",-48.125,-60.0625,12
"79",-48.125,-59.9375,2
"80",-48.125,-59.8125,1
"81",-47.875,-62.6875,3
"82",-47.875,-62.5625,3
"83",-47.875,-62.4375,2
"84",-47.875,-62.3125,1
"85",-47.875,-62.1875,3
"86",-47.875,-62.0625,7
"87",-47.875,-61.9375,18
"88",-47.875,-61.8125,12
"89",-47.875,-61.6875,13
"90",-47.875,-61.5625,19
"91",-47.875,-61.4375,18
"92",-47.875,-61.3125,29
"93",-47.875,-61.1875,20
"94",-47.875,-61.0625,27
"95",-47.875,-60.9375,37
"96",-47.875,-60.8125,51
"97",-47.875,-60.6875,11
"98",-47.875,-60.5625,6
"99",-47.875,-60.4375,6
"100",-47.875,-60.3125,6
"101",-47.875,-60.1875,11
"102",-47.875,-60.0625,20
"103",-47.875,-59.9375,20
"104",-47.875,-59.8125,9
"105",-47.625,-62.6875,2
"106",-47.625,-62.5625,3
"107",-47.625,-62.4375,5
"108",-47.625,-62.3125,9
"109",-47.625,-62.1875,16
"110",-47.625,-62.0625,12
"111",-47.625,-61.9375,9
"112",-47.625,-61.8125,11
"113",-47.625,-61.6875,8
"114",-47.625,-61.5625,11
"115",-47.625,-61.4375,14
"116",-47.625,-61.3125,23
"117",-47.625,-61.1875,25
"118",-47.625,-61.0625,18
"119",-47.625,-60.9375,15
"120",-47.625,-60.8125,41
"121",-47.625,-60.6875,51
"122",-47.625,-60.5625,14
"123",-47.625,-60.4375,20
"124",-47.625,-60.3125,28
