"","x","y","numb"
"1",-83.625,-68.3125,2
"2",-83.625,-68.1875,6
"3",-83.625,-68.0625,4
"4",-83.375,-68.5625,1
"5",-83.375,-68.4375,4
"6",-83.375,-68.3125,9
"7",-83.375,-68.1875,8
"8",-83.375,-68.0625,8
"9",-83.375,-67.9375,6
"10",-83.375,-67.6875,6
"11",-83.375,-67.5625,3
"12",-83.375,-67.4375,2
"13",-83.125,-68.6875,2
"14",-83.125,-68.5625,4
"15",-83.125,-68.4375,13
"16",-83.125,-68.3125,14
"17",-83.125,-68.1875,15
"18",-83.125,-68.0625,10
"19",-83.125,-67.9375,15
"20",-83.125,-67.8125,1
"21",-83.125,-67.6875,3
"22",-83.125,-67.5625,5
"23",-83.125,-67.4375,2
"24",-83.125,-67.3125,1
"25",-83.125,-67.1875,2
"26",-82.875,-68.8125,2
"27",-82.875,-68.6875,2
"28",-82.875,-68.5625,5
"29",-82.875,-68.4375,12
"30",-82.875,-68.3125,13
"31",-82.875,-68.1875,13
"32",-82.875,-68.0625,13
"33",-82.875,-67.9375,12
"34",-82.875,-67.8125,16
"35",-82.875,-67.6875,7
"36",-82.875,-67.5625,8
"37",-82.875,-67.4375,12
"38",-82.875,-67.3125,8
"39",-82.875,-67.1875,1
"40",-82.875,-67.0625,1
"41",-82.625,-68.8125,2
"42",-82.625,-68.6875,1
"43",-82.625,-68.5625,10
"44",-82.625,-68.4375,9
"45",-82.625,-68.3125,4
"46",-82.625,-68.1875,6
"47",-82.625,-68.0625,18
"48",-82.625,-67.9375,12
"49",-82.625,-67.8125,21
"50",-82.625,-67.6875,34
"51",-82.625,-67.5625,18
"52",-82.625,-67.4375,11
"53",-82.625,-67.3125,11
"54",-82.625,-67.1875,7
"55",-82.625,-66.9375,2
"56",-82.375,-68.8125,3
"57",-82.375,-68.6875,8
"58",-82.375,-68.5625,11
"59",-82.375,-68.4375,13
"60",-82.375,-68.3125,9
"61",-82.375,-68.1875,3
"62",-82.375,-68.0625,10
"63",-82.375,-67.9375,17
"64",-82.375,-67.8125,38
"65",-82.375,-67.6875,55
"66",-82.375,-67.5625,48
"67",-82.375,-67.4375,30
"68",-82.375,-67.3125,16
"69",-82.375,-67.1875,6
"70",-82.375,-67.0625,6
"71",-82.125,-68.8125,1
"72",-82.125,-68.6875,10
"73",-82.125,-68.5625,11
"74",-82.125,-68.4375,14
"75",-82.125,-68.3125,11
"76",-82.125,-68.1875,11
"77",-82.125,-68.0625,8
"78",-82.125,-67.9375,44
"79",-82.125,-67.8125,45
"80",-82.125,-67.6875,59
"81",-82.125,-67.5625,53
"82",-82.125,-67.4375,58
"83",-82.125,-67.3125,60
"84",-82.125,-67.1875,15
"85",-82.125,-67.0625,6
"86",-82.125,-66.9375,1
"87",-81.875,-68.9375,2
"88",-81.875,-68.8125,2
"89",-81.875,-68.6875,14
"90",-81.875,-68.5625,14
"91",-81.875,-68.4375,15
"92",-81.875,-68.3125,7
"93",-81.875,-68.1875,9
"94",-81.875,-68.0625,30
"95",-81.875,-67.9375,13
"96",-81.875,-67.8125,43
"97",-81.875,-67.6875,51
"98",-81.875,-67.5625,48
"99",-81.875,-67.4375,102
"100",-81.875,-67.3125,73
"101",-81.875,-67.1875,34
"102",-81.875,-67.0625,7
"103",-81.875,-66.9375,6
"104",-81.875,-66.8125,2
"105",-81.625,-68.9375,2
"106",-81.625,-68.8125,8
"107",-81.625,-68.6875,11
"108",-81.625,-68.5625,7
"109",-81.625,-68.4375,11
"110",-81.625,-68.3125,24
"111",-81.625,-68.1875,27
"112",-81.625,-68.0625,23
"113",-81.625,-67.9375,18
"114",-81.625,-67.8125,30
"115",-81.625,-67.6875,46
"116",-81.625,-67.5625,68
"117",-81.625,-67.4375,213
"118",-81.625,-67.3125,99
"119",-81.625,-67.1875,48
"120",-81.625,-67.0625,28
"121",-81.625,-66.9375,9
"122",-81.375,-68.9375,4
"123",-81.375,-68.8125,15
"124",-81.375,-68.6875,11
"125",-81.375,-68.5625,6
"126",-81.375,-68.4375,11
"127",-81.375,-68.3125,25
"128",-81.375,-68.1875,22
"129",-81.375,-68.0625,16
"130",-81.375,-67.9375,41
"131",-81.375,-67.8125,40
"132",-81.375,-67.6875,47
"133",-81.375,-67.5625,60
"134",-81.375,-67.4375,81
"135",-81.375,-67.3125,63
"136",-81.375,-67.1875,71
"137",-81.375,-67.0625,24
"138",-81.375,-66.9375,13
"139",-81.375,-66.8125,6
"140",-81.125,-68.9375,15
"141",-81.125,-68.8125,10
"142",-81.125,-68.6875,24
"143",-81.125,-68.5625,8
"144",-81.125,-68.4375,16
"145",-81.125,-68.3125,16
"146",-81.125,-68.1875,20
"147",-81.125,-68.0625,22
"148",-81.125,-67.9375,43
"149",-81.125,-67.8125,65
"150",-81.125,-67.6875,44
"151",-81.125,-67.5625,76
"152",-81.125,-67.4375,61
"153",-81.125,-67.3125,82
"154",-81.125,-67.1875,58
"155",-81.125,-67.0625,131
"156",-81.125,-66.9375,17
"157",-81.125,-66.8125,6
"158",-81.125,-66.1875,1
"159",-81.125,-66.0625,4
"160",-81.125,-65.9375,10
"161",-81.125,-65.8125,7
"162",-80.875,-69.0625,4
"163",-80.875,-68.9375,9
"164",-80.875,-68.8125,11
"165",-80.875,-68.6875,10
"166",-80.875,-68.5625,26
"167",-80.875,-68.4375,15
"168",-80.875,-68.3125,14
"169",-80.875,-68.1875,6
"170",-80.875,-68.0625,39
"171",-80.875,-67.9375,64
"172",-80.875,-67.8125,48
"173",-80.875,-67.6875,52
"174",-80.875,-67.5625,83
"175",-80.875,-67.4375,65
"176",-80.875,-67.3125,86
"177",-80.875,-67.1875,93
"178",-80.875,-67.0625,87
"179",-80.875,-66.9375,20
"180",-80.875,-66.8125,9
"181",-80.875,-66.6875,1
"182",-80.875,-66.1875,3
"183",-80.875,-66.0625,8
"184",-80.875,-65.9375,14
"185",-80.875,-65.8125,9
"186",-80.625,-69.0625,1
"187",-80.625,-68.9375,8
"188",-80.625,-68.8125,12
"189",-80.625,-68.6875,17
"190",-80.625,-68.5625,19
"191",-80.625,-68.4375,18
"192",-80.625,-68.3125,15
"193",-80.625,-68.1875,14
"194",-80.625,-68.0625,44
"195",-80.625,-67.9375,39
"196",-80.625,-67.8125,60
"197",-80.625,-67.6875,69
"198",-80.625,-67.5625,67
"199",-80.625,-67.4375,88
"200",-80.625,-67.3125,84
"201",-80.625,-67.1875,138
"202",-80.625,-67.0625,205
"203",-80.625,-66.9375,50
"204",-80.625,-66.8125,11
"205",-80.625,-66.6875,5
"206",-80.625,-66.3125,1
"207",-80.625,-66.1875,3
"208",-80.625,-66.0625,12
"209",-80.625,-65.9375,22
"210",-80.625,-65.8125,11
