"","x","y","numb"
"1",-63.375,-62.9375,2
"2",-63.375,-62.8125,3
"3",-63.375,-62.6875,1
"4",-63.375,-62.4375,1
"5",-63.125,-63.3125,3
"6",-63.125,-63.1875,8
"7",-63.125,-63.0625,6
"8",-63.125,-62.9375,9
"9",-63.125,-62.8125,4
"10",-63.125,-62.6875,6
"11",-63.125,-62.5625,1
"12",-63.125,-62.1875,1
"13",-62.875,-63.5625,6
"14",-62.875,-63.4375,5
"15",-62.875,-63.3125,20
"16",-62.875,-63.1875,3
"17",-62.875,-63.0625,4
"18",-62.875,-62.9375,8
"19",-62.875,-62.8125,1
"20",-62.875,-62.6875,6
"21",-62.875,-62.5625,2
"22",-62.875,-62.0625,1
"23",-62.625,-63.8125,14
"24",-62.625,-63.6875,14
"25",-62.625,-63.5625,5
"26",-62.625,-63.1875,14
"27",-62.625,-63.0625,7
"28",-62.625,-62.9375,8
"29",-62.625,-62.8125,15
"30",-62.625,-62.6875,14
"31",-62.625,-62.5625,14
"32",-62.625,-61.9375,1
"33",-62.375,-63.6875,3
"34",-62.375,-63.5625,14
"35",-62.375,-63.1875,4
"36",-62.375,-63.0625,13
"37",-62.375,-62.9375,15
"38",-62.375,-62.8125,55
"39",-62.375,-62.6875,32
"40",-62.375,-62.5625,7
"41",-62.375,-62.4375,6
"42",-62.375,-61.6875,2
"43",-62.125,-63.5625,18
"44",-62.125,-63.1875,4
"45",-62.125,-63.0625,39
"46",-62.125,-62.9375,93
"47",-62.125,-62.8125,80
"48",-62.125,-62.6875,32
"49",-62.125,-62.5625,3
"50",-62.125,-61.6875,1
"51",-61.875,-64.0625,23
"52",-61.875,-63.9375,4
"53",-61.875,-63.5625,12
"54",-61.875,-63.4375,9
"55",-61.875,-63.3125,12
"56",-61.875,-63.1875,46
"57",-61.875,-63.0625,71
"58",-61.875,-62.9375,51
"59",-61.875,-62.8125,20
"60",-61.875,-62.6875,9
"61",-61.875,-62.5625,3
"62",-61.875,-62.4375,9
"63",-61.875,-62.0625,1
"64",-61.875,-61.9375,1
"65",-61.875,-61.8125,1
"66",-61.625,-69.4375,507
"67",-61.625,-69.3125,93
"68",-61.625,-63.9375,8
"69",-61.625,-63.8125,18
"70",-61.625,-63.6875,14
"71",-61.625,-63.5625,48
"72",-61.625,-63.4375,86
"73",-61.625,-63.3125,87
"74",-61.625,-63.1875,98
"75",-61.625,-63.0625,110
"76",-61.625,-62.9375,30
"77",-61.625,-62.6875,4
"78",-61.625,-62.3125,3
"79",-61.625,-62.0625,1
"80",-61.625,-61.9375,1
"81",-61.625,-61.8125,1
"82",-61.375,-69.8125,4979
"83",-61.375,-69.6875,2204
"84",-61.375,-69.5625,7397
"85",-61.375,-69.4375,3167
"86",-61.375,-69.3125,1164
"87",-61.375,-69.1875,1584
"88",-61.375,-69.0625,502
"89",-61.375,-68.9375,40
"90",-61.375,-63.8125,22
"91",-61.375,-63.6875,57
"92",-61.375,-63.5625,97
"93",-61.375,-63.4375,196
"94",-61.375,-63.3125,73
"95",-61.375,-63.1875,113
"96",-61.375,-63.0625,145
"97",-61.375,-62.9375,9
"98",-61.375,-62.8125,4
"99",-61.375,-62.6875,1
"100",-61.375,-62.5625,3
"101",-61.375,-61.6875,1
"102",-61.375,-61.5625,1
"103",-61.125,-74.8125,677
"104",-61.125,-74.6875,229
"105",-61.125,-70.3125,71
"106",-61.125,-70.1875,866
"107",-61.125,-70.0625,2533
"108",-61.125,-69.9375,3598
"109",-61.125,-69.8125,2650
"110",-61.125,-69.6875,3635
"111",-61.125,-69.5625,7247
"112",-61.125,-69.4375,6905
"113",-61.125,-69.3125,2246
"114",-61.125,-69.1875,2103
"115",-61.125,-69.0625,1692
"116",-61.125,-68.9375,1064
"117",-61.125,-68.8125,346
"118",-61.125,-67.5625,116
"119",-61.125,-67.4375,24
"120",-61.125,-63.9375,4
"121",-61.125,-63.8125,28
