"","x","y","numb"
"1",-31.875,-54.8125,4
"2",-31.875,-54.6875,2
"3",-31.625,-54.9375,3
"4",-31.375,-54.9375,5
"5",-31.375,-54.8125,1
"6",-31.125,-54.8125,2
"7",-30.875,-55.0625,1
"8",-30.875,-54.9375,2
"9",-30.875,-54.8125,1
"10",-30.875,-54.6875,5
"11",-30.625,-55.1875,2
"12",-30.625,-55.0625,4
"13",-30.625,-54.9375,2
"14",-30.625,-54.8125,6
"15",-30.625,-54.6875,2
"16",-30.375,-55.3125,3
"17",-30.375,-55.1875,9
"18",-30.375,-55.0625,6
"19",-30.375,-54.9375,2
"20",-30.375,-54.8125,25
"21",-30.375,-54.6875,1
"22",-30.125,-55.4375,2
"23",-30.125,-55.3125,13
"24",-30.125,-55.1875,3
"25",-30.125,-54.8125,1
"26",-29.875,-55.6875,1
"27",-29.875,-55.5625,18
"28",-29.875,-55.4375,29
"29",-29.875,-55.3125,33
"30",-29.875,-54.9375,2
"31",-29.625,-56.1875,3
"32",-29.625,-55.8125,2
"33",-29.625,-55.6875,13
"34",-29.625,-55.5625,11
"35",-29.625,-55.4375,3
"36",-29.625,-54.9375,1
"37",-29.375,-57.0625,1
"38",-29.375,-56.9375,5
"39",-29.375,-56.8125,3
"40",-29.375,-56.6875,4
"41",-29.375,-56.5625,1
"42",-29.375,-56.4375,2
"43",-29.375,-56.3125,1
"44",-29.375,-56.1875,1
"45",-29.375,-56.0625,2
"46",-29.375,-55.9375,1
"47",-29.375,-55.8125,7
"48",-29.375,-55.6875,7
"49",-29.375,-55.5625,3
"50",-29.375,-55.4375,18
"51",-29.375,-55.3125,1
"52",-29.125,-59.1875,6
"53",-29.125,-59.0625,10
"54",-29.125,-58.9375,2
"55",-29.125,-58.0625,4
"56",-29.125,-57.9375,4
"57",-29.125,-57.0625,4
"58",-29.125,-56.9375,3
"59",-29.125,-56.6875,1
"60",-29.125,-56.5625,6
"61",-29.125,-56.4375,3
"62",-29.125,-56.3125,3
"63",-29.125,-56.0625,4
"64",-29.125,-55.9375,8
"65",-29.125,-55.8125,6
"66",-29.125,-55.5625,8
"67",-29.125,-55.3125,5
"68",-29.125,-55.1875,3
"69",-28.875,-59.3125,36
"70",-28.875,-59.1875,47
"71",-28.875,-59.0625,17
"72",-28.875,-58.9375,7
"73",-28.875,-58.1875,19
"74",-28.875,-58.0625,7
"75",-28.875,-57.0625,4
"76",-28.875,-56.9375,3
"77",-28.875,-56.8125,15
"78",-28.875,-56.6875,21
"79",-28.875,-56.5625,9
"80",-28.875,-56.3125,3
"81",-28.875,-56.1875,3
"82",-28.875,-56.0625,8
"83",-28.875,-55.9375,11
"84",-28.875,-55.8125,2
"85",-28.875,-55.6875,13
"86",-28.875,-55.5625,14
"87",-28.875,-55.4375,9
"88",-28.875,-55.3125,12
"89",-28.875,-55.1875,3
"90",-28.625,-59.4375,12
