"","x","y","numb"
"1",-98.625,-71.8125,10
"2",-98.625,-71.6875,11
"3",-98.375,-71.8125,6
"4",-98.375,-71.6875,24
"5",-98.125,-71.6875,5
"6",-97.875,-71.8125,2
"7",-97.875,-71.6875,2
"8",-97.875,-71.1875,2
"9",-97.875,-71.0625,1
"10",-97.625,-71.6875,1
"11",-97.625,-71.1875,4
"12",-97.625,-71.0625,4
"13",-97.625,-70.9375,1
"14",-97.625,-70.5625,6
"15",-97.375,-71.8125,10
"16",-97.375,-71.4375,2
"17",-97.375,-71.3125,2
"18",-97.375,-71.1875,2
"19",-97.375,-70.9375,6
"20",-97.375,-70.6875,15
"21",-97.375,-70.5625,12
"22",-97.125,-71.8125,3
"23",-97.125,-71.5625,4
"24",-97.125,-71.0625,5
"25",-97.125,-70.9375,8
"26",-97.125,-70.8125,17
"27",-97.125,-70.6875,1
"28",-97.125,-70.5625,1
"29",-96.875,-71.8125,3
"30",-96.875,-71.5625,1
"31",-96.875,-71.1875,10
"32",-96.875,-71.0625,10
"33",-96.875,-70.9375,5
"34",-96.875,-70.8125,5
"35",-96.875,-70.6875,7
"36",-96.625,-71.8125,1
"37",-96.625,-71.5625,1
"38",-96.625,-71.4375,1
"39",-96.625,-71.3125,6
"40",-96.625,-70.6875,5
"41",-96.625,-70.5625,3
"42",-96.375,-71.8125,1
"43",-96.375,-71.5625,2
"44",-96.375,-70.5625,9
"45",-96.125,-71.9375,9
"46",-96.125,-71.8125,1
"47",-96.125,-71.5625,1
"48",-96.125,-70.5625,8
"49",-95.875,-71.9375,20
"50",-95.875,-71.8125,12
"51",-95.875,-71.6875,2
"52",-95.875,-71.5625,1
"53",-95.875,-70.5625,7
"54",-95.625,-72.0625,6
"55",-95.625,-71.9375,26
"56",-95.625,-71.8125,6
"57",-95.625,-71.5625,2
"58",-95.625,-70.5625,5
"59",-95.625,-70.4375,3
"60",-95.375,-72.0625,10
"61",-95.375,-71.9375,8
"62",-95.375,-71.8125,1
"63",-95.375,-71.4375,1
"64",-95.375,-70.6875,2
"65",-95.375,-70.5625,10
