"zone","label","data2.lat","data2.lon"
"R-05",1,-76.75,-52.5833320617676
"R-05",2,-76.75,-52.0833320617676
"R-05",3,-76.75,-51.5833320617676
"R-05",4,-76.75,-51.0833320617676
"R-05",5,-76.75,-50.5833320617676
"R-05",6,-76.75,-50.0833320617676
"R-05",7,-76.75,-49.5833320617676
"R-05",8,-76.75,-49.0833320617676
"R-05",9,-76.75,-48.5833320617676
"R-05",10,-76.75,-48.0833320617676
"R-05",11,-76.75,-47.5833320617676
"R-05",12,-76.75,-47.0833320617676
"R-05",13,-76.75,-46.5833320617676
"R-05",14,-76.75,-46.0833320617676
"R-05",15,-76.75,-45.5833320617676
"R-05",16,-76.75,-45.0833320617676
"R-05",17,-76.75,-44.5833320617676
"R-05",18,-76.75,-44.0833320617676
"R-05",19,-76.75,-43.5833320617676
"R-05",20,-76.75,-43.0833320617676
"R-05",21,-76.75,-42.5833320617676
"R-05",22,-76.75,-42.0833320617676
"R-05",23,-76.75,-41.5833320617676
"R-05",24,-76.75,-41.0833320617676
"R-05",25,-76.75,-40.5833320617676
"R-05",26,-76.75,-40.0833320617676
"R-05",27,-76.75,-39.5833320617676
"R-05",28,-76.75,-39.0833320617676
"R-05",29,-76.75,-38.5833320617676
"R-05",30,-76.75,-38.0833320617676
"R-05",31,-76.75,-37.5833320617676
"R-05",32,-76.75,-37.0833320617676
"R-05",33,-76.75,-36.5833320617676
"R-05",34,-76.75,-36.0833320617676
"R-05",35,-76.75,-35.5833320617676
"R-05",36,-76.75,-35.0833320617676
"R-05",37,-76.75,-34.5833320617676
"R-05",38,-76.75,-34.0833320617676
"R-05",39,-76.75,-33.5833320617676
"R-05",40,-76.75,-33.0833320617676
"R-05",41,-76.75,-32.5833320617676
"R-05",42,-76.75,-32.0833320617676
"R-05",43,-76.75,-31.5833339691162
"R-05",44,-76.75,-31.0833339691162
"R-05",45,-76.75,-30.5833339691162
"R-05",46,-76.75,-30.0833339691162
"R-05",47,-76.4166641235352,-53.0833320617676
"R-05",48,-76.4166641235352,-52.5833320617676
"R-05",49,-76.4166641235352,-52.0833320617676
"R-05",50,-76.4166641235352,-51.5833320617676
"R-05",51,-76.4166641235352,-30.0833339691162
"R-05",52,-76.4166641235352,-29.5833339691162
"R-05",53,-76.4166641235352,-29.0833339691162
"R-05",54,-76.4166641235352,-28.5833339691162
"R-05",55,-76.4166641235352,-28.0833339691162
"R-05",56,-76.4166641235352,-27.5833339691162
"R-05",57,-76.0833358764648,-54.5833320617676
"R-05",58,-76.0833358764648,-54.0833320617676
"R-05",59,-76.0833358764648,-53.5833320617676
"R-05",60,-76.0833358764648,-53.0833320617676
"R-05",61,-76.0833358764648,-52.5833320617676
"R-05",62,-76.0833358764648,-28.0833339691162
"R-05",63,-76.0833358764648,-27.5833339691162
"R-05",64,-76.0833358764648,-27.0833339691162
"R-04",65,-75.75,-56.5833320617676
"R-04",66,-75.75,-56.0833320617676
"R-04",67,-75.75,-55.5833320617676
"R-05",68,-75.75,-55.0833320617676
"R-05",69,-75.75,-54.5833320617676
"R-05",70,-75.75,-54.0833320617676
"R-05",71,-75.75,-28.5833339691162
"R-05",72,-75.75,-28.0833339691162
"R-05",73,-75.75,-27.5833339691162
"R-04",74,-75.4166641235352,-58.5833320617676
"R-04",75,-75.4166641235352,-58.0833320617676
"R-04",76,-75.4166641235352,-57.5833320617676
"R-04",77,-75.4166641235352,-57.0833320617676
"R-04",78,-75.4166641235352,-56.5833320617676
"R-05",79,-75.4166641235352,-27.5833339691162
"R-05",80,-75.4166641235352,-27.0833339691162
"R-05",81,-75.4166641235352,-26.5833339691162
"R-05",82,-75.4166641235352,-26.0833339691162
"R-05",83,-75.4166641235352,-25.5833339691162
"R-04",84,-75.0833358764648,-60.0833320617676
"R-04",85,-75.0833358764648,-59.5833320617676
"R-04",86,-75.0833358764648,-59.0833320617676
"R-04",87,-75.0833358764648,-58.5833320617676
"R-04",88,-75.0833358764648,-58.0833320617676
"R-05",89,-75.0833358764648,-26.5833339691162
"R-05",90,-75.0833358764648,-26.0833339691162
"R-05",91,-75.0833358764648,-25.5833339691162
"R-04",92,-74.75,-60.5833320617676
"R-04",93,-74.75,-60.0833320617676
"R-04",94,-74.75,-59.5833320617676
"R-05",95,-74.75,-26.0833339691162
"R-05",96,-74.75,-25.5833339691162
"R-04",97,-74.4166641235352,-60.5833320617676
"R-04",98,-74.4166641235352,-60.0833320617676
"R-04",99,-74.4166641235352,-59.5833320617676
"R-05",100,-74.4166641235352,-26.0833339691162
"R-05",101,-74.4166641235352,-25.5833339691162
"R-04",102,-74.0833358764648,-60.0833320617676
"R-04",103,-74.0833358764648,-59.5833320617676
"R-05",104,-74.0833358764648,-25.5833339691162
"R-05",105,-74.0833358764648,-25.0833339691162
"R-05",106,-74.0833358764648,-24.5833339691162
"R-05",107,-74.0833358764648,-24.0833339691162
"R-05",108,-74.0833358764648,-23.5833339691162
"R-05",109,-74.0833358764648,-23.0833339691162
"R-05",110,-74.0833358764648,-22.5833339691162
"R-05",111,-74.0833358764648,-22.0833339691162
"R-05",112,-74.0833358764648,-21.5833339691162
"R-03",113,-73.75,-81.5833358764648
"R-04",114,-73.75,-60.0833320617676
"R-04",115,-73.75,-59.5833320617676
"R-04",116,-73.75,-59.0833320617676
"R-05",117,-73.75,-21.5833339691162
"R-05",118,-73.75,-21.0833339691162
"R-05",119,-73.75,-20.5833339691162
"R-03",120,-73.4166641235352,-81.5833358764648
"R-03",121,-73.4166641235352,-80.5833358764648
"R-04",122,-73.4166641235352,-59.5833320617676
"R-04",123,-73.4166641235352,-59.0833320617676
"R-05",124,-73.4166641235352,-21.5833339691162
"R-05",125,-73.4166641235352,-21.0833339691162
"R-05",126,-73.4166641235352,-20.5833339691162
"R-03",127,-73.0833358764648,-81.5833358764648
"R-03",128,-73.0833358764648,-81.0833358764648
"R-03",129,-73.0833358764648,-80.0833358764648
"R-03",130,-73.0833358764648,-79.5833358764648
"R-03",131,-73.0833358764648,-73.5833358764648
"R-03",132,-73.0833358764648,-73.0833358764648
"R-04",133,-73.0833358764648,-59.5833320617676
"R-04",134,-73.0833358764648,-59.0833320617676
"R-05",135,-73.0833358764648,-20.5833339691162
"R-05",136,-73.0833358764648,-20.0833339691162
"R-05",137,-73.0833358764648,-19.5833339691162
"R-03",138,-72.75,-81.0833358764648
"R-03",139,-72.75,-80.5833358764648
"R-03",140,-72.75,-80.0833358764648
"R-03",141,-72.75,-79.5833358764648
"R-03",142,-72.75,-79.0833358764648
"R-03",143,-72.75,-75.5833358764648
"R-03",144,-72.75,-75.0833358764648
