"zone","label","data2.lat","data2.lon"
"R-03",145,-72.75,-74.5833358764648
"R-03",146,-72.75,-74.0833358764648
"R-03",147,-72.75,-73.5833358764648
"R-03",148,-72.75,-73.0833358764648
"R-04",149,-72.75,-59.5833320617676
"R-04",150,-72.75,-59.0833320617676
"R-04",151,-72.75,-58.5833320617676
"R-05",152,-72.75,-20.0833339691162
"R-05",153,-72.75,-19.5833339691162
"R-05",154,-72.75,-19.0833339691162
"R-05",155,-72.75,-18.5833339691162
"R-03",156,-72.4166641235352,-80.0833358764648
"R-03",157,-72.4166641235352,-79.5833358764648
"R-03",158,-72.4166641235352,-79.0833358764648
"R-03",159,-72.4166641235352,-77.0833358764648
"R-03",160,-72.4166641235352,-76.5833358764648
"R-03",161,-72.4166641235352,-76.0833358764648
"R-03",162,-72.4166641235352,-75.5833358764648
"R-03",163,-72.4166641235352,-75.0833358764648
"R-03",164,-72.4166641235352,-74.5833358764648
"R-03",165,-72.4166641235352,-74.0833358764648
"R-03",166,-72.4166641235352,-73.5833358764648
"R-04",167,-72.4166641235352,-59.5833320617676
"R-04",168,-72.4166641235352,-59.0833320617676
"R-04",169,-72.4166641235352,-58.5833320617676
"R-05",170,-72.4166641235352,-18.5833339691162
"R-05",171,-72.4166641235352,-18.0833339691162
"R-05",172,-72.4166641235352,-17.5833339691162
"R-05",173,-72.4166641235352,-17.0833339691162
"R-05",174,-72.4166641235352,-16.5833339691162
"R-03",175,-72.0833358764648,-80.0833358764648
"R-03",176,-72.0833358764648,-79.5833358764648
"R-03",177,-72.0833358764648,-79.0833358764648
"R-03",178,-72.0833358764648,-78.5833358764648
"R-03",179,-72.0833358764648,-78.0833358764648
"R-03",180,-72.0833358764648,-77.5833358764648
"R-03",181,-72.0833358764648,-77.0833358764648
"R-03",182,-72.0833358764648,-76.5833358764648
"R-03",183,-72.0833358764648,-76.0833358764648
"R-03",184,-72.0833358764648,-75.5833358764648
"R-03",185,-72.0833358764648,-75.0833358764648
"R-03",186,-72.0833358764648,-74.5833358764648
"R-04",187,-72.0833358764648,-60.0833320617676
"R-04",188,-72.0833358764648,-59.5833320617676
"R-04",189,-72.0833358764648,-59.0833320617676
"R-05",190,-72.0833358764648,-16.5833339691162
"R-05",191,-72.0833358764648,-16.0833339691162
"R-05",192,-72.0833358764648,-15.5833330154419
"R-05",193,-72.0833358764648,-15.0833330154419
"R-05",194,-72.0833358764648,-14.5833330154419
"R-05",195,-72.0833358764648,-14.0833330154419
"R-03",196,-71.75,-76.0833358764648
"R-03",197,-71.75,-75.5833358764648
"R-04",198,-71.75,-60.0833320617676
"R-04",199,-71.75,-59.5833320617676
"R-05",200,-71.75,-14.0833330154419
"R-05",201,-71.75,-13.5833330154419
"R-05",202,-71.75,-13.0833330154419
"R-05",203,-71.75,-12.5833330154419
"R-03",204,-71.4166641235352,-77.0833358764648
"R-03",205,-71.4166641235352,-76.5833358764648
"R-03",206,-71.4166641235352,-76.0833358764648
"R-03",207,-71.4166641235352,-75.5833358764648
"R-03",208,-71.4166641235352,-75.0833358764648
"R-03",209,-71.4166641235352,-74.5833358764648
"R-04",210,-71.4166641235352,-60.0833320617676
"R-04",211,-71.4166641235352,-59.5833320617676
"R-05",212,-71.4166641235352,-13.0833330154419
"R-05",213,-71.4166641235352,-12.5833330154419
"R-03",214,-71.0833358764648,-77.0833358764648
"R-03",215,-71.0833358764648,-76.5833358764648
"R-03",216,-71.0833358764648,-74.5833358764648
"R-03",217,-71.0833358764648,-74.0833358764648
"R-04",218,-71.0833358764648,-60.0833320617676
"R-04",219,-71.0833358764648,-59.5833320617676
"R-05",220,-71.0833358764648,-12.5833330154419
"R-05",221,-71.0833358764648,-12.0833330154419
"R-05",222,-71.0833358764648,-11.5833330154419
"R-03",223,-70.75,-77.0833358764648
"R-03",224,-70.75,-76.5833358764648
"R-03",225,-70.75,-76.0833358764648
"R-03",226,-70.75,-75.5833358764648
"R-03",227,-70.75,-75.0833358764648
"R-03",228,-70.75,-74.5833358764648
"R-04",229,-70.75,-60.5833320617676
"R-04",230,-70.75,-60.0833320617676
"R-05",231,-70.75,-11.5833330154419
"R-05",232,-70.75,-11.0833330154419
"R-05",233,-70.75,-10.5833330154419
"R-05",234,-70.75,-10.0833330154419
"R-03",235,-70.4166641235352,-76.0833358764648
"R-03",236,-70.4166641235352,-75.5833358764648
"R-03",237,-70.4166641235352,-75.0833358764648
"R-04",238,-70.4166641235352,-60.5833320617676
"R-04",239,-70.4166641235352,-60.0833320617676
"R-05",240,-70.4166641235352,-10.0833330154419
"R-03",241,-70.0833358764648,-76.5833358764648
"R-03",242,-70.0833358764648,-76.0833358764648
"R-04",243,-70.0833358764648,-61.0833320617676
"R-04",244,-70.0833358764648,-60.5833320617676
"R-03",245,-69.75,-76.5833358764648
"R-03",246,-69.75,-76.0833358764648
"R-03",247,-69.75,-75.5833358764648
"R-03",248,-69.75,-74.5833358764648
"R-03",249,-69.75,-74.0833358764648
"R-03",250,-69.75,-73.5833358764648
"R-03",251,-69.75,-73.0833358764648
"R-03",252,-69.75,-69.0833358764648
"R-04",253,-69.75,-61.0833320617676
"R-04",254,-69.75,-60.5833320617676
"R-03",255,-69.4166641235352,-75.5833358764648
"R-03",256,-69.4166641235352,-75.0833358764648
"R-03",257,-69.4166641235352,-74.5833358764648
"R-03",258,-69.4166641235352,-73.5833358764648
"R-03",259,-69.4166641235352,-73.0833358764648
"R-03",260,-69.4166641235352,-69.0833358764648
"R-04",261,-69.4166641235352,-61.0833320617676
"R-04",262,-69.4166641235352,-60.5833320617676
"R-03",263,-69.0833358764648,-73.0833358764648
"R-03",264,-69.0833358764648,-72.5833358764648
"R-03",265,-69.0833358764648,-69.5833358764648
"R-03",266,-69.0833358764648,-69.0833358764648
"R-03",267,-69.0833358764648,-68.5833358764648
"R-03",268,-69.0833358764648,-68.0833358764648
"R-04",269,-69.0833358764648,-61.0833320617676
"R-04",270,-69.0833358764648,-60.5833320617676
"R-03",271,-68.75,-72.0833358764648
"R-03",272,-68.75,-71.5833358764648
"R-03",273,-68.75,-71.0833358764648
"R-03",274,-68.75,-70.5833358764648
"R-03",275,-68.75,-70.0833358764648
"R-03",276,-68.75,-69.5833358764648
"R-03",277,-68.75,-68.0833358764648
"R-03",278,-68.75,-67.5833358764648
"R-03",279,-68.75,-67.0833358764648
"R-04",280,-68.75,-60.5833320617676
"R-04",281,-68.75,-60.0833320617676
"R-04",282,-68.75,-59.5833320617676
"R-03",283,-68.4166641235352,-67.5833358764648
"R-03",284,-68.4166641235352,-67.0833358764648
"R-04",285,-68.4166641235352,-59.5833320617676
"R-04",286,-68.4166641235352,-59.0833320617676
"R-03",287,-68.0833358764648,-69.0833358764648
"R-03",288,-68.0833358764648,-68.5833358764648
"R-03",289,-68.0833358764648,-68.0833358764648
"R-03",290,-68.0833358764648,-67.5833358764648
"R-04",291,-68.0833358764648,-59.5833320617676
"R-04",292,-68.0833358764648,-59.0833320617676
"R-03",293,-67.75,-69.5833358764648
"R-03",294,-67.75,-69.0833358764648
"R-03",295,-67.75,-68.5833358764648
"R-03",296,-67.75,-68.0833358764648
"R-03",297,-67.75,-67.0833358764648
"R-04",298,-67.75,-60.5833320617676
"R-04",299,-67.75,-60.0833320617676
"R-04",300,-67.75,-59.5833320617676
"R-03",301,-67.4166641235352,-69.5833358764648
"R-04",302,-67.4166641235352,-60.5833320617676
"R-04",303,-67.4166641235352,-60.0833320617676
"R-03",304,-67.0833358764648,-69.5833358764648
"R-03",305,-67.0833358764648,-69.0833358764648
"R-04",306,-67.0833358764648,-60.5833320617676
"R-04",307,-67.0833358764648,-60.0833320617676
"R-03",308,-66.75,-69.0833358764648
"R-03",309,-66.75,-68.5833358764648
"R-03",310,-66.75,-67.5833358764648
"R-03",311,-66.75,-67.0833358764648
"R-03",312,-66.75,-66.5833358764648
"R-04",313,-66.75,-60.5833320617676
"R-04",314,-66.75,-60.0833320617676
"R-03",315,-66.4166641235352,-68.5833358764648
"R-03",316,-66.4166641235352,-68.0833358764648
"R-03",317,-66.4166641235352,-67.5833358764648
"R-03",318,-66.4166641235352,-67.0833358764648
"R-03",319,-66.4166641235352,-66.5833358764648
"R-03",320,-66.4166641235352,-66.0833358764648
"R-04",321,-66.4166641235352,-60.5833320617676
"R-04",322,-66.4166641235352,-60.0833320617676
"R-03",323,-66.0833358764648,-67.5833358764648
"R-03",324,-66.0833358764648,-67.0833358764648
"R-03",325,-66.0833358764648,-66.0833358764648
"R-03",326,-66.0833358764648,-65.5833358764648
"R-04",327,-66.0833358764648,-60.5833320617676
"R-04",328,-66.0833358764648,-60.0833320617676
"R-03",329,-65.75,-66.5833358764648
"R-03",330,-65.75,-66.0833358764648
"R-03",331,-65.75,-65.5833358764648
"R-03",332,-65.75,-65.0833358764648
"R-04",333,-65.75,-60.0833320617676
"R-03",334,-65.4166641235352,-66.5833358764648
"R-03",335,-65.4166641235352,-66.0833358764648
"R-03",336,-65.4166641235352,-65.5833358764648
"R-03",337,-65.4166641235352,-65.0833358764648
"R-03",338,-65.4166641235352,-64.5833358764648
"R-03",339,-65.4166641235352,-64.0833358764648
"R-04",340,-65.4166641235352,-60.0833320617676
"R-04",341,-65.4166641235352,-59.5833320617676
"R-04",342,-65.4166641235352,-59.0833320617676
"R-03",343,-65.0833358764648,-64.5833358764648
"R-03",344,-65.0833358764648,-64.0833358764648
"R-03",345,-65.0833358764648,-63.0833320617676
"R-04",346,-65.0833358764648,-59.0833320617676
"R-03",347,-64.75,-64.5833358764648
"R-03",348,-64.75,-64.0833358764648
"R-03",349,-64.75,-63.0833320617676
"R-04",350,-64.75,-59.0833320617676
"R-04",351,-64.75,-58.5833320617676
"R-04",352,-64.75,-58.0833320617676
"R-04",353,-64.75,-57.5833320617676
"R-04",354,-64.75,-57.0833320617676
"R-04",355,-64.75,-56.5833320617676
"R-03",356,-64.4166641235352,-64.5833358764648
"R-03",357,-64.4166641235352,-64.0833358764648
"R-03",358,-64.4166641235352,-63.0833320617676
"R-03",359,-64.4166641235352,-62.0833320617676
"R-03",360,-64.4166641235352,-61.5833320617676
"R-04",361,-64.4166641235352,-58.0833320617676
"R-04",362,-64.4166641235352,-57.5833320617676
"R-04",363,-64.4166641235352,-56.5833320617676
"R-04",364,-64.4166641235352,-56.0833320617676
"R-03",365,-64.0833358764648,-64.0833358764648
"R-03",366,-64.0833358764648,-63.5833320617676
"R-03",367,-64.0833358764648,-63.0833320617676
"R-03",368,-64.0833358764648,-62.5833320617676
"R-03",369,-64.0833358764648,-62.0833320617676
"R-03",370,-64.0833358764648,-61.5833320617676
"R-03",371,-64.0833358764648,-61.0833320617676
"R-03",372,-64.0833358764648,-58.5833320617676
"R-04",373,-64.0833358764648,-57.0833320617676
"R-04",374,-64.0833358764648,-56.5833320617676
"R-04",375,-64.0833358764648,-56.0833320617676
"R-03",376,-63.75,-62.5833320617676
"R-03",377,-63.75,-62.0833320617676
"R-03",378,-63.75,-61.5833320617676
"R-03",379,-63.75,-61.0833320617676
"R-03",380,-63.75,-60.5833320617676
"R-03",381,-63.75,-60.0833320617676
"R-03",382,-63.75,-59.5833320617676
"R-03",383,-63.75,-58.0833320617676
"R-03",384,-63.75,-57.5833320617676
"R-04",385,-63.75,-57.0833320617676
"R-04",386,-63.75,-56.5833320617676
"R-04",387,-63.75,-56.0833320617676
"R-04",388,-63.75,-55.5833320617676
"R-03",389,-63.4166679382324,-62.5833320617676
"R-03",390,-63.4166679382324,-62.0833320617676
"R-03",391,-63.4166679382324,-61.5833320617676
"R-03",392,-63.4166679382324,-61.0833320617676
"R-03",393,-63.4166679382324,-60.5833320617676
"R-03",394,-63.4166679382324,-60.0833320617676
"R-03",395,-63.4166679382324,-59.5833320617676
"R-03",396,-63.4166679382324,-59.0833320617676
"R-03",397,-63.4166679382324,-58.5833320617676
"R-03",398,-63.4166679382324,-56.5833320617676
"R-04",399,-63.4166679382324,-55.5833320617676
"R-04",400,-63.4166679382324,-55.0833320617676
"R-04",401,-63.4166679382324,-54.5833320617676
"R-03",402,-63.0833320617676,-63.0833320617676
"R-03",403,-63.0833320617676,-62.5833320617676
"R-03",404,-63.0833320617676,-62.0833320617676
"R-03",405,-63.0833320617676,-61.5833320617676
"R-03",406,-63.0833320617676,-61.0833320617676
"R-03",407,-63.0833320617676,-60.5833320617676
"R-03",408,-63.0833320617676,-60.0833320617676
"R-03",409,-63.0833320617676,-58.0833320617676
"R-03",410,-63.0833320617676,-57.5833320617676
"R-03",411,-63.0833320617676,-57.0833320617676
"R-03",412,-63.0833320617676,-56.5833320617676
"R-04",413,-63.0833320617676,-55.5833320617676
"R-04",414,-63.0833320617676,-55.0833320617676
"R-04",415,-63.0833320617676,-54.5833320617676
"R-03",416,-62.75,-63.0833320617676
"R-03",417,-62.75,-62.5833320617676
"R-03",418,-62.75,-62.0833320617676
"R-03",419,-62.75,-61.5833320617676
"R-03",420,-62.75,-61.0833320617676
"R-03",421,-62.75,-60.5833320617676
"R-03",422,-62.75,-60.0833320617676
"R-03",423,-62.75,-59.5833320617676
"R-03",424,-62.75,-59.0833320617676
"R-03",425,-62.75,-56.5833320617676
"R-04",426,-62.75,-56.0833320617676
"R-04",427,-62.75,-55.5833320617676
"R-03",428,-62.4166679382324,-61.5833320617676
"R-03",429,-62.4166679382324,-61.0833320617676
"R-03",430,-62.4166679382324,-60.5833320617676
"R-03",431,-62.4166679382324,-60.0833320617676
"R-03",432,-62.4166679382324,-59.5833320617676
"R-03",433,-62.4166679382324,-59.0833320617676
"R-03",434,-62.4166679382324,-58.5833320617676
"R-03",435,-62.4166679382324,-58.0833320617676
"R-03",436,-62.0833320617676,-59.5833320617676
"R-03",437,-62.0833320617676,-59.0833320617676
"R-03",438,-62.0833320617676,-57.5833320617676
"R-03",439,-61.75,-59.0833320617676
"R-03",440,-61.75,-58.5833320617676
"R-03",441,-61.75,-58.0833320617676
"R-03",442,-61.75,-57.5833320617676
"R-03",443,-61.75,-56.0833320617676
"R-03",444,-61.75,-55.5833320617676
"R-03",445,-61.75,-55.0833320617676
"R-03",446,-61.4166679382324,-56.0833320617676
"R-03",447,-61.4166679382324,-55.5833320617676
"R-03",448,-61.4166679382324,-55.0833320617676
"R-03",449,-61.4166679382324,-54.5833320617676
"R-03",450,-61.4166679382324,-54.0833320617676
"R-03",451,-61.4166679382324,-53.5833320617676
"R-03",452,-61.0833320617676,-55.5833320617676
"R-03",453,-61.0833320617676,-54.5833320617676
"R-03",454,-61.0833320617676,-54.0833320617676
"R-03",455,-61.0833320617676,-53.5833320617676
"R-03",456,-60.75,-55.5833320617676
"R-03",457,-60.75,-55.0833320617676
"R-03",458,-60.75,-54.5833320617676
"R-07",459,-60.75,-46.5833320617676
"R-07",460,-60.75,-46.0833320617676
"R-07",461,-60.75,-45.5833320617676
"R-07",462,-60.75,-45.0833320617676
"R-07",463,-60.4166679382324,-46.5833320617676
"R-07",464,-60.4166679382324,-46.0833320617676
"R-07",465,-60.4166679382324,-45.5833320617676
"R-07",466,-60.4166679382324,-45.0833320617676
"R-08",467,-59.75,-27.5833339691162
"R-08",468,-59.75,-27.0833339691162
"R-08",469,-59.4166679382324,-27.5833339691162
"R-08",470,-59.4166679382324,-27.0833339691162
"R-08",471,-59.4166679382324,-26.5833339691162
"R-08",472,-59.0833320617676,-27.5833339691162
"R-08",473,-59.0833320617676,-27.0833339691162
"R-08",474,-59.0833320617676,-26.5833339691162
"R-08",475,-59.0833320617676,-26.0833339691162
"R-08",476,-58.75,-27.0833339691162
"R-08",477,-58.75,-26.5833339691162
"R-08",478,-58.75,-26.0833339691162
"R-08",479,-58.4166679382324,-27.0833339691162
"R-08",480,-58.4166679382324,-26.5833339691162
"R-08",481,-58.4166679382324,-26.0833339691162
"R-08",482,-58.0833320617676,-26.5833339691162
"R-08",483,-58.0833320617676,-26.0833339691162
"R-08",484,-57.75,-26.5833339691162
"R-08",485,-57.75,-26.0833339691162
"R-08",486,-57.4166679382324,-26.5833339691162
"R-08",487,-57.4166679382324,-26.0833339691162
"R-08",488,-57.0833320617676,-27.0833339691162
"R-08",489,-57.0833320617676,-26.5833339691162
"R-08",490,-57.0833320617676,-26.0833339691162
"R-08",491,-56.75,-26.5833339691162
"R-06",522,-55.0833320617676,-36.0833320617676
"R-06",523,-55.0833320617676,-35.5833320617676
"R-06",531,-54.75,-39.0833320617676
"R-06",532,-54.75,-38.5833320617676
"R-06",533,-54.75,-36.5833320617676
"R-06",534,-54.75,-35.5833320617676
"R-06",547,-54.4166679382324,-39.5833320617676
"R-06",548,-54.4166679382324,-38.5833320617676
"R-06",549,-54.4166679382324,-38.0833320617676
"R-06",550,-54.4166679382324,-37.5833320617676
"R-06",551,-54.4166679382324,-37.0833320617676
"R-06",552,-54.4166679382324,-36.0833320617676
"R-06",553,-54.4166679382324,-35.5833320617676
"R-06",561,-54.0833320617676,-39.0833320617676
"R-06",562,-54.0833320617676,-38.5833320617676
"R-06",563,-54.0833320617676,-38.0833320617676
"R-06",564,-54.0833320617676,-37.0833320617676
"R-06",565,-54.0833320617676,-36.5833320617676
"R-06",566,-54.0833320617676,-36.0833320617676
"R-06",573,-53.75,-42.0833320617676
"R-06",574,-53.75,-38.0833320617676
"R-06",575,-53.75,-37.5833320617676
"R-06",576,-53.75,-37.0833320617676
"R-06",583,-53.4166679382324,-42.5833320617676
"R-06",584,-53.4166679382324,-41.5833320617676
"R-06",589,-53.0833320617676,-42.0833320617676
