"zone","label","data2.lat","data2.lon"
"R-06",334,-58.0833320617676,-37.0833320617676
"R-06",335,-58.0833320617676,-36.5833320617676
"R-06",336,-58.0833320617676,-36.0833320617676
"R-06",337,-58.0833320617676,-35.5833320617676
"R-06",338,-58.0833320617676,-35.0833320617676
"R-06",339,-58.0833320617676,-34.5833320617676
"R-06",340,-58.0833320617676,-34.0833320617676
"R-08",341,-58.0833320617676,-33.5833320617676
"R-08",342,-58.0833320617676,-33.0833320617676
"R-08",343,-58.0833320617676,-20.0833339691162
"R-03",351,-57.75,-57.5833320617676
"R-03",352,-57.75,-57.0833320617676
"R-03",353,-57.75,-56.5833320617676
"R-03",354,-57.75,-56.0833320617676
"R-03",355,-57.75,-55.5833320617676
"R-03",356,-57.75,-55.0833320617676
"R-03",357,-57.75,-54.5833320617676
"R-03",358,-57.75,-54.0833320617676
"R-03",359,-57.75,-53.5833320617676
"R-03",360,-57.75,-53.0833320617676
"R-03",361,-57.75,-52.5833320617676
"R-07",362,-57.75,-49.5833320617676
"R-07",363,-57.75,-49.0833320617676
"R-07",364,-57.75,-42.0833320617676
"R-07",365,-57.75,-41.5833320617676
"R-07",366,-57.75,-41.0833320617676
"R-07",367,-57.75,-40.5833320617676
"R-07",368,-57.75,-40.0833320617676
"R-07",369,-57.75,-39.5833320617676
"R-06",370,-57.75,-39.0833320617676
"R-08",371,-57.75,-33.0833320617676
"R-08",372,-57.75,-32.5833320617676
"R-08",373,-57.75,-20.0833339691162
"R-07",378,-57.4166679382324,-48.5833320617676
"R-07",379,-57.4166679382324,-48.0833320617676
"R-07",380,-57.4166679382324,-47.5833320617676
"R-07",381,-57.4166679382324,-47.0833320617676
"R-07",382,-57.4166679382324,-44.0833320617676
"R-07",383,-57.4166679382324,-43.5833320617676
"R-07",384,-57.4166679382324,-43.0833320617676
"R-07",385,-57.4166679382324,-42.5833320617676
"R-07",386,-57.4166679382324,-42.0833320617676
"R-08",387,-57.4166679382324,-20.0833339691162
"R-07",391,-57.0833320617676,-46.5833320617676
"R-07",392,-57.0833320617676,-46.0833320617676
"R-07",393,-57.0833320617676,-45.5833320617676
"R-07",394,-57.0833320617676,-45.0833320617676
"R-07",395,-57.0833320617676,-44.5833320617676
"R-07",396,-57.0833320617676,-43.0833320617676
"R-08",397,-57.0833320617676,-20.5833339691162
"R-08",398,-57.0833320617676,-20.0833339691162
"R-07",403,-56.75,-44.5833320617676
"R-07",404,-56.75,-44.0833320617676
"R-06",405,-56.75,-43.5833320617676
"R-08",406,-56.75,-20.5833339691162
"R-06",409,-56.4166679382324,-45.5833320617676
"R-06",410,-56.4166679382324,-45.0833320617676
"R-06",411,-56.4166679382324,-44.5833320617676
"R-08",412,-56.4166679382324,-20.5833339691162
"R-06",416,-56.0833320617676,-46.0833320617676
"R-06",417,-56.0833320617676,-45.5833320617676
"R-08",418,-56.0833320617676,-21.0833339691162
"R-08",419,-56.0833320617676,-20.5833339691162
"R-06",422,-55.75,-46.5833320617676
"R-08",423,-55.75,-21.0833339691162
"R-06",430,-55.4166679382324,-47.0833320617676
"R-08",431,-55.4166679382324,-21.5833339691162
"R-06",436,-55.0833320617676,-47.5833320617676
"R-06",437,-55.0833320617676,-47.0833320617676
"R-08",438,-55.0833320617676,-22.0833339691162
"R-08",439,-55.0833320617676,-21.5833339691162
"R-06",444,-54.75,-47.5833320617676
"R-08",445,-54.75,-22.5833339691162
"R-08",446,-54.75,-22.0833339691162
"R-06",450,-54.4166679382324,-47.5833320617676
"R-06",451,-54.4166679382324,-30.0833339691162
"R-08",452,-54.4166679382324,-23.0833339691162
"R-06",456,-54.0833320617676,-47.5833320617676
"R-06",457,-54.0833320617676,-30.0833339691162
"R-06",458,-54.0833320617676,-29.5833339691162
"R-08",459,-54.0833320617676,-29.0833339691162
"R-08",460,-54.0833320617676,-24.5833339691162
"R-08",461,-54.0833320617676,-24.0833339691162
"R-08",462,-54.0833320617676,-23.5833339691162
"R-06",466,-53.75,-47.5833320617676
"R-06",467,-53.75,-30.5833339691162
"R-08",468,-53.75,-28.5833339691162
"R-08",469,-53.75,-28.0833339691162
"R-08",470,-53.75,-27.5833339691162
"R-08",471,-53.75,-27.0833339691162
"R-08",472,-53.75,-26.5833339691162
"R-08",473,-53.75,-26.0833339691162
"R-08",474,-53.75,-25.5833339691162
"R-08",475,-53.75,-25.0833339691162
"R-06",478,-53.4166679382324,-47.5833320617676
"R-06",479,-53.4166679382324,-30.5833339691162
"R-06",484,-53.0833320617676,-47.5833320617676
"R-06",485,-53.0833320617676,-31.0833339691162
"R-06",486,-53.0833320617676,-30.5833339691162
"R-06",489,-52.75,-47.5833320617676
"R-06",490,-52.75,-31.0833339691162
"R-06",493,-52.4166679382324,-47.5833320617676
"R-06",494,-52.4166679382324,-47.0833320617676
"R-06",495,-52.4166679382324,-31.5833339691162
"R-06",498,-52.0833320617676,-47.0833320617676
"R-06",499,-52.0833320617676,-32.5833320617676
"R-06",500,-52.0833320617676,-32.0833320617676
"R-06",503,-51.75,-47.0833320617676
"R-06",504,-51.75,-46.5833320617676
"R-06",505,-51.75,-33.0833320617676
"R-06",506,-51.75,-32.5833320617676
"R-06",509,-51.4166679382324,-46.5833320617676
"R-06",510,-51.4166679382324,-33.5833320617676
"R-06",513,-51.0833320617676,-46.0833320617676
"R-06",514,-51.0833320617676,-34.5833320617676
"R-06",515,-51.0833320617676,-34.0833320617676
"R-06",518,-50.75,-45.5833320617676
"R-06",519,-50.75,-45.0833320617676
"R-06",520,-50.75,-39.0833320617676
"R-06",521,-50.75,-38.5833320617676
"R-06",522,-50.75,-38.0833320617676
"R-06",523,-50.75,-37.5833320617676
"R-06",524,-50.75,-37.0833320617676
"R-06",525,-50.75,-36.5833320617676
"R-06",526,-50.75,-36.0833320617676
"R-06",527,-50.75,-35.5833320617676
"R-06",528,-50.75,-35.0833320617676
"R-06",532,-50.4166679382324,-44.5833320617676
"R-06",533,-50.4166679382324,-44.0833320617676
"R-06",534,-50.4166679382324,-40.0833320617676
"R-06",535,-50.4166679382324,-39.5833320617676
"R-06",538,-50.0833320617676,-43.5833320617676
"R-06",539,-50.0833320617676,-43.0833320617676
"R-06",540,-50.0833320617676,-42.5833320617676
"R-06",541,-50.0833320617676,-42.0833320617676
"R-06",542,-50.0833320617676,-41.5833320617676
"R-06",543,-50.0833320617676,-41.0833320617676
"R-06",544,-50.0833320617676,-40.5833320617676
