"","x","y","avg","min","max"
"1",-108.375,-73.4375,169.5,169,170
"2",-108.125,-73.5625,172,172,172
"3",-108.125,-73.4375,169.5,168,171
"4",-107.875,-73.5625,173.5,173,174
"5",-107.875,-73.4375,167,167,167
"6",-107.625,-73.6875,176.666666666667,176,177
"7",-107.625,-73.5625,170.5,166,175
"8",-107.375,-73.8125,178,178,178
"9",-107.375,-73.6875,165,165,165
"10",-107.125,-73.9375,180,180,180
"11",-107.125,-73.8125,171.5,164,179
"12",-106.875,-73.8125,163,163,163
"13",-106.625,-73.9375,162,162,162
"14",-106.125,-74.0625,161,161,161
"15",-105.875,-74.1875,159,159,159
"16",-105.875,-74.0625,160,160,160
"17",-105.875,-72.1875,179.5,179,180
"18",-105.625,-74.1875,158,158,158
"19",-105.625,-74.0625,161.5,161,162
"20",-105.625,-73.9375,164.5,163,166
"21",-105.625,-73.8125,169,167,171
"22",-105.625,-73.6875,173,172,174
"23",-105.625,-72.3125,176,175,177
"24",-105.625,-72.1875,178,178,178
"25",-105.375,-74.3125,155,154,156
"26",-105.375,-74.1875,156.5,156,157
"27",-105.375,-74.0625,159,158,160
"28",-105.375,-73.9375,179.86806233724,179.86806233724,179.86806233724
"29",-105.375,-73.6875,176.5,175,178
"30",-105.375,-73.5625,179.5,179,180
"31",-105.375,-72.4375,169.25,166,172
"32",-105.375,-72.3125,173.5,173,174
"33",-105.125,-74.6875,147,147,147
"34",-105.125,-74.5625,148,148,148
"35",-105.125,-74.4375,151.5,151,152
"36",-105.125,-74.3125,153.75,153,155
"37",-105.125,-74.0625,176.36806233724,174.86806233724,177.86806233724
"38",-105.125,-73.9375,178.86806233724,178.86806233724,178.86806233724
"39",-105.125,-72.5625,178.329874674479,177.329874674479,179.329874674479
"40",-105.125,-72.4375,163.5,162,165
"41",-104.875,-74.6875,147,146,148
"42",-104.875,-74.5625,149.333333333333,149,150
"43",-104.875,-74.4375,151,150,152
"44",-104.875,-74.1875,172.86806233724,172.86806233724,172.86806233724
"45",-104.875,-74.0625,173.86806233724,173.86806233724,173.86806233724
"46",-104.875,-72.5625,176.079874674479,174.329874674479,178.329874674479
"47",-104.875,-72.4375,161,161,161
"48",-104.625,-74.6875,146,145,147
"49",-104.625,-74.3125,170.86806233724,170.86806233724,170.86806233724
"50",-104.625,-74.1875,171.86806233724,171.86806233724,171.86806233724
"51",-104.625,-72.5625,163.44329155816,158,173.329874674479
"52",-104.625,-72.4375,159.5,159,160
"53",-104.625,-72.3125,158,158,158
"54",-104.375,-74.8125,144,144,144
"55",-104.375,-74.3125,169.36806233724,168.86806233724,169.86806233724
"56",-104.375,-73.3125,172.333333333333,172,173
"57",-104.375,-73.1875,171,171,171
"58",-104.375,-73.0625,166.46701558431,161.86806233724,169
"59",-104.375,-72.9375,163.773612467448,160.86806233724,166
"60",-104.375,-72.8125,161.5,161,162
"61",-104.375,-72.6875,160,160,160
"62",-104.375,-72.4375,169.776624891493,157,180
"63",-104.375,-72.3125,156.5,156,157
"64",-104.125,-74.8125,145,143,146
"65",-104.125,-74.1875,167.86806233724,167.86806233724,167.86806233724
"66",-104.125,-73.4375,177.5,175,180
"67",-104.125,-73.3125,174,174,174
"68",-104.125,-73.1875,166.43403116862,162.86806233724,170
"69",-104.125,-73.0625,157.133682250977,140.267364501953,174
